NaN,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),NaN,NaN,NaN,NaN,NaN,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1970 [YR1970],NaN,NaN,NaN,NaN,NaN,NaN,6050000,71745620,168939507.9,NaN,21138413.3,14176516.9,-6891000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5070300,NaN,25974790,2440287,NaN,NaN,NaN,NaN,12530000,1101000,NaN,NaN,NaN,NaN,NaN,NaN,520680000,122310000,NaN,NaN,4.868510736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.7,191396,28415077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.15591262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,172000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.883109803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971 [YR1971],NaN,NaN,NaN,NaN,NaN,NaN,-3910000,69634045.42,203996145.2,NaN,20195259.5,22541963,-4766000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,655427,NaN,5232900,NaN,26687632,2561011,0,NaN,NaN,NaN,12770000,1101000,NaN,NaN,NaN,NaN,NaN,NaN,552370000,99454999.99,NaN,NaN,4.894616873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.4,196670,29248643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.50652742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,188000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.906071504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1972 [YR1972],NaN,NaN,NaN,NaN,NaN,NaN,2600000,99364692.59,226245546.5,NaN,21391728.9,14237520.9,-6205000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,716729,NaN,5166300,NaN,27449833,2690971,0,NaN,NaN,NaN,13000000,1101000,NaN,NaN,NaN,NaN,NaN,NaN,589630000,184330000,NaN,NaN,4.596950162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144.2,202035,30140804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.92616242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,189000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.936410256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973 [YR1973],NaN,NaN,NaN,NaN,NaN,NaN,11650000,194875525.5,256377243.8,NaN,22074834.4,14463161.4,-2103000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,762686,NaN,4370000,NaN,28211705,2824957,0,NaN,NaN,NaN,13000000,1101000,NaN,NaN,NaN,NaN,NaN,NaN,598040000,401900000,NaN,NaN,5.006703003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,144,207056,31036662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.60458095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,214000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.925554082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1974 [YR1974],NaN,NaN,NaN,NaN,NaN,NaN,49540000,314837566.1,283110667.9,NaN,21117060.7,15032178.5,1360000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,859831,NaN,4345300,NaN,28904937,2956415,0,NaN,NaN,NaN,13000000,1101000,NaN,NaN,NaN,NaN,NaN,NaN,628670000,591294638.7,NaN,NaN,5.436886734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,143.8,211892,31861352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.95008848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,283000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.794582393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1975 [YR1975],NaN,NaN,NaN,NaN,NaN,NaN,35190000,315252641.7,343568365,NaN,25416769.9,29099371.7,-2747000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,959822,NaN,3808710,NaN,29486030,3080824,0,NaN,NaN,NaN,13000000,1101000,NaN,NaN,NaN,NaN,NaN,NaN,803490000,598036675.5,NaN,NaN,5.793008491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,143.7,216539,32566854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.33089994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.492062115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1976 [YR1976],NaN,NaN,NaN,NaN,NaN,NaN,46360000,331791559.2,402115045.9,NaN,24142042.1,27778118.5,-3024000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1084307,NaN,4708090,NaN,29933270,3194879,0,NaN,NaN,NaN,13000000,1101000,NaN,NaN,NaN,NaN,NaN,NaN,1030870000,626316068.7,NaN,NaN,7.446207975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,143.4,220806,33128149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.03889876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,352000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.131722525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1977 [YR1977],-5845410.631,0,-139227053.2,417198067.8,96618.35753,56521739.16,44650000,260491690.5,447327486.8,NaN,25150245.1,5987250.9,-2275000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1176636,NaN,4380120,NaN,30276599,3300643,0,NaN,NaN,NaN,13030000,1101000,NaN,NaN,NaN,NaN,NaN,NaN,1329790000,492956060.8,NaN,NaN,8.686533231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,143.1,225111,33577242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.99317664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,352000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.967780853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1978 [YR1978],0,0,-201932367.2,385652174.1,0,84685990.38,68170000,217562055.9,500427306.5,NaN,27162620,12380728.1,5003000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1143207,NaN,3997360,NaN,30587172,3406129,0,NaN,NaN,NaN,13060000,1101000,NaN,NaN,NaN,NaN,NaN,NaN,1820246916,317297019.9,NaN,NaN,9.929412349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,142.7,229426,33993301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.13387499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,455000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.810902452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1979 [YR1979],0,0,-181449275.4,516666666.9,0,82125603.9,80290000,319158932.9,601925518.8,NaN,28648929.2,47659362.5,6050000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1377703,NaN,5203770,NaN,30965215,3522584,0,NaN,NaN,NaN,13105000,1101000,NaN,NaN,NaN,NaN,NaN,NaN,2357719532,279274531.3,NaN,NaN,11.52131916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,141.9,233502,34487799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.94491013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,567000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.886588009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980 [YR1980],0,0,-313140096.8,544734299.8,0,72415458.97,124490000,262284691.7,687723748.4,NaN,44799189.1,34884344.7,26302000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.35554028,NaN,NaN,1811251,NaN,6403227,NaN,31483460,3658252,0,NaN,NaN,NaN,13000000,1101000,NaN,NaN,NaN,NaN,NaN,NaN,2770928195,-12325928.91,NaN,NaN,12.03776665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,140.8,237298,35141712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67.97698313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,716000000,NaN,NaN,NaN,NaN,NaN,NaN,87.40582888,NaN,NaN,8.708582133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981 [YR1981],0,0,-329855072.6,506473430.2,0,68888888.92,135940000,370055128.4,1638380177,0.790987796,57883300.8,852149668.7,63300000,6494602596,NaN,NaN,NaN,NaN,2.42248E+11,NaN,NaN,NaN,30154600573,13493228454,50836619152,15162549600,15147949600,NaN,1325306200,4665059700,NaN,NaN,NaN,NaN,NaN,NaN,7324903188,7317850048,NaN,NaN,2253652029,NaN,NaN,3.345928169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.09957123,12.48698997,NaN,NaN,2130716,NaN,5610377,NaN,32166570,3817958,0,NaN,NaN,NaN,12800000,1101000,NaN,NaN,13.13967307,NaN,NaN,7.735005147,3065693992,197653940.8,NaN,NaN,12.77640006,NaN,NaN,NaN,16.08113453,NaN,NaN,NaN,NaN,139.3,240815,35984528,NaN,NaN,195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.605119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,739000000,NaN,NaN,NaN,NaN,NaN,NaN,80.07515159,NaN,NaN,7.536958032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982 [YR1982],0,0,-349661835.9,537922705.6,0,140772946.9,106710000,277333074.9,3051068408,0.984384183,75786613.6,1307879692,98160000,6548794742,NaN,NaN,0.916013858,NaN,2.44467E+11,NaN,NaN,NaN,32843993390,14316484287,54336639169,15954893500,15936693500,NaN,1409344100,5177230000,NaN,NaN,NaN,NaN,NaN,NaN,7707678019,7698885749,NaN,NaN,2501077295,NaN,NaN,2.589075982,NaN,NaN,NaN,NaN,NaN,65.35774,NaN,NaN,12.1781702,NaN,NaN,2374362,NaN,5393494,NaN,32994952,4000296,0,NaN,NaN,NaN,12600000,1101000,NaN,NaN,18.17208031,NaN,NaN,9.234031683,3550999921,43226804.14,NaN,NaN,13.52893783,4.270531508,NaN,NaN,16.85620778,NaN,NaN,NaN,NaN,137.3,243692,36995248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.51155619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,786000000,NaN,NaN,NaN,NaN,NaN,NaN,83.09892214,NaN,NaN,7.539018428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983 [YR1983],0,0,-423236715.2,541545894,0,250676328.6,149460000,205607305.2,3648825436,1.256444156,107480809.7,728994028.3,37694000,7752282608,8177251849,NaN,8.235005718,NaN,2.64599E+11,NaN,NaN,NaN,35358999693,15454096390,56187593093,17735534000,17707534000,NaN,1504591700,5633089700,NaN,NaN,NaN,NaN,NaN,NaN,8567890821,8554364251,NaN,NaN,2721299372,NaN,NaN,3.952952949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.701319695,NaN,NaN,2511050,NaN,6718279,NaN,33939351,4203323,0,NaN,NaN,NaN,12400000,1101000,NaN,NaN,10.6705767,NaN,NaN,12.68663268,4026532052,-25623789.13,NaN,NaN,13.43756635,2.70287832,NaN,NaN,17.35594767,NaN,NaN,NaN,NaN,135.1,246274,38142674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.18152222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,875000000,NaN,NaN,NaN,NaN,NaN,NaN,82.88314442,NaN,NaN,7.179617834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984 [YR1984],0,0,-447681159.5,603285024.3,0,331304347.9,205260000,108775328.7,4056435980,1.610074963,130042300.5,463388829.4,117310000,7305075321,8021911901,NaN,-2.848021453,NaN,2.57063E+11,NaN,NaN,NaN,37008545639,15463122479,59633028088,16759345900,16718945900,NaN,1699810600,5957570500,NaN,NaN,NaN,NaN,NaN,NaN,8096302367,8076785459,NaN,NaN,2878053382,NaN,NaN,4.44991396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.82013035,NaN,NaN,2497114,NaN,5516819,NaN,34951821,4422527,0,NaN,NaN,NaN,12000000,1101000,NaN,NaN,10.69627792,NaN,NaN,15.49333252,4423551188,-115916780.8,NaN,NaN,14.5686431,-2.733979944,NaN,NaN,20.15538089,NaN,NaN,NaN,NaN,132.7,248550,39374348,NaN,NaN,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.17197629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,942000000,NaN,NaN,NaN,NaN,NaN,NaN,85.81240928,NaN,NaN,7.969148162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985 [YR1985],0,0,-489613526.6,621690821.3,0,611014492.8,524740000,216340715.3,5063985606,1.680741683,158791438.5,454382072.7,59944000,8801810290,7842945609,NaN,-11.14435298,NaN,2.28415E+11,NaN,NaN,NaN,40021424305,15000347221,62828836967,19625339800,19556739800,NaN,1800439900,6516700800,NaN,NaN,NaN,NaN,NaN,NaN,9480840483,9447700386,NaN,NaN,3148164638,NaN,NaN,7.604072354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.0891304,NaN,NaN,2407380,NaN,4239874,NaN,35996251,4655890,0,NaN,NaN,NaN,11850000,1101000,NaN,NaN,6.863227103,NaN,NaN,14.28385564,4785645206,155797735.4,NaN,NaN,17.34610904,31.78776318,4,-17.67065668,20.15995667,NaN,NaN,NaN,NaN,130.3,250928,40652141,NaN,NaN,249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.58881593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,993000000,NaN,NaN,NaN,NaN,NaN,NaN,68.57489937,217000,217000,6.823904199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986 [YR1986],0,0,-483236715,721062801.9,0,183188405.8,451730000,332198100,5977039364,2.288019351,224622237.7,339099265.2,27851000,8858493352,9595625104,NaN,9.661612359,NaN,2.50484E+11,NaN,NaN,NaN,41779747136,16461935239,63401527010,20386603800,20321857500,NaN,1978355000,6903760300,NaN,NaN,NaN,NaN,NaN,NaN,9848600870,9817322464,NaN,NaN,3335149903,NaN,NaN,6.428534742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.39506912,10.32174969,NaN,NaN,2448778,NaN,4819987,NaN,37064520,4901173,0,NaN,NaN,NaN,11600000,1101000,NaN,NaN,10.63283999,NaN,NaN,15.08920994,5279237448,375112296.3,NaN,NaN,15.64466995,-5.273155454,NaN,13.22028145,21.61782337,NaN,NaN,NaN,NaN,128.1,253443,41965693,NaN,NaN,117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.58881593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1102000000,NaN,NaN,NaN,NaN,NaN,NaN,93.6613237,NaN,NaN,6.697237569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987 [YR1987],0,0,-588260869.6,652077294.7,0,408212560.4,345670000,223865106.7,7204116850,2.375399905,248942068.4,310119912.4,73222000,9532400274,12154127956,NaN,13.8593304,NaN,2.85199E+11,NaN,NaN,NaN,44310103999,17703799379,70173674874,21791591000,21693613800,NaN,2398127500,7502494600,NaN,NaN,NaN,NaN,NaN,NaN,10527338647,10480006667,NaN,NaN,3624393527,NaN,NaN,5.947324741,NaN,NaN,NaN,NaN,NaN,68.17811,24.67955,46.32580948,NaN,NaN,29.42184,2736517,NaN,5707736,NaN,38169153,5160078,0,NaN,NaN,NaN,11300000,1101000,NaN,NaN,9.574842988,NaN,NaN,14.35033799,5866006961,117524096.5,NaN,NaN,15.26471216,-6.119491996,NaN,12.90948702,21.36301108,NaN,NaN,NaN,NaN,125.9,256094,43329231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.69482998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1066000000,NaN,NaN,NaN,NaN,NaN,NaN,73.12743857,NaN,NaN,6.855673685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988 [YR1988],0,0,-614396135.3,671739130.4,0,442463768.1,583350000,149969163.9,7528443374,2.85302272,309391666,230040060.1,63457000,9756285223,12192104397,NaN,0.503674879,NaN,2.86636E+11,NaN,NaN,NaN,42488681254,17665499610,73384184005,22581497000,22447797000,NaN,2320456000,7983002000,NaN,NaN,NaN,NaN,NaN,NaN,10908935749,10844346377,NaN,NaN,3856522705,NaN,NaN,8.902703482,NaN,NaN,NaN,NaN,NaN,63.74449,25.04202,31.09881973,NaN,NaN,29.97445,2884033,1,6136960,NaN,39322336,5434867,0,NaN,NaN,NaN,11100000,1101000,NaN,NaN,10.38838213,NaN,NaN,15.4688826,6487655260,-40085436.02,NaN,NaN,16.34556297,3.105503713,NaN,2.807315015,22.89901329,NaN,NaN,NaN,NaN,123.7,258624,44757203,NaN,NaN,316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.2344844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1129000000,NaN,NaN,NaN,NaN,NaN,NaN,88.38547618,NaN,NaN,8.50143611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989 [YR1989],0,0,-408260869.6,732995169.1,0,336231884.1,383190000,123044566.6,7713650696,2.668347292,304091440.6,279742585.6,-68114000,10226156136,11833494725,NaN,-0.36104418,NaN,2.85601E+11,NaN,NaN,NaN,41859252668,17364111109,72966830619,23756530700,23590230700,NaN,2451164400,8500363900,NaN,NaN,NaN,NaN,NaN,NaN,11476584879,11396246715,NaN,NaN,4106455990,NaN,NaN,6.386225186,NaN,NaN,NaN,NaN,NaN,63.38046,25.04197,NaN,NaN,NaN,28.70256,2855846,33,5733573,NaN,40543788,5728511,0,NaN,NaN,NaN,10900000,1101000,NaN,NaN,10.22907533,NaN,NaN,17.81759609,7380522686,-28102611.92,NaN,NaN,17.62334486,5.584731902,NaN,0.39330317,25.15607214,NaN,NaN,NaN,NaN,121.4,261074,46272299,NaN,NaN,506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.8939427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,943000000,NaN,NaN,NaN,NaN,NaN,NaN,90.66328999,250000,250000,10.27664846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
