NaN,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),NaN,NaN,NaN,NaN,NaN,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1990 [YR1990],0,0,-674299516.9,596618357.5,0,449082125.6,604010000,55191078.3,8493402568,1.950412012,236158220.3,154779503,-55645000,10678946690,12294356406,NaN,2.726451783,NaN,2.93387E+11,NaN,NaN,NaN,39821143325,17413271576,74972048395,25202595200,25063807700,NaN,2344815900,9150000400,NaN,NaN,NaN,NaN,NaN,NaN,12175166763,12108119662,NaN,NaN,4420290048,NaN,51.5342633,8.335315707,NaN,415.0235817,415.0235817,19767810668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2662214,36,6137530,NaN,41843938,6043927,0,NaN,0.866613344,NaN,10750000,1101000,5166.71582,1117893.375,11.89886891,NaN,NaN,22.25641624,8820114491,-94236597.04,NaN,NaN,18.5313844,3.271374608,NaN,2.642189476,28.42536629,NaN,NaN,NaN,NaN,119.1,263142,47887865,NaN,NaN,466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.56806154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1081000000,NaN,NaN,NaN,NaN,NaN,NaN,61.2551345,250000,250000,9.657969809,48.35295692,16.08524824,8.639189666,24.31525284,12.26580031,61500000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991 [YR1991],0,70821256.04,-319275362.3,435893719.8,0,504647343,781600000,106436547.4,8857863686,1.029991715,137920135.5,36102197.9,212417000,11821846933,12270070224,NaN,-7.1374797,NaN,2.72447E+11,NaN,NaN,NaN,32481595300,11332461400,60382569300,27870207500,27718153100,NaN,2028144400,8269709800,NaN,NaN,NaN,NaN,NaN,NaN,13463868357,13390412126,NaN,NaN,3995028889,NaN,61.08900184,8.154117923,NaN,384.6038817,384.6038817,18978622954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2466464,36,5810665,NaN,43226654,6383315,0,NaN,0.804395814,NaN,10650000,1101000,NaN,NaN,11.19569687,NaN,NaN,23.29064468,9709768000,276675059.4,NaN,NaN,25.15127639,19.08429007,NaN,-10.98741913,29.79848643,NaN,NaN,NaN,NaN,116.4,264794,49609969,NaN,NaN,452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.05101154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,472000000,NaN,NaN,NaN,NaN,NaN,NaN,38.83957709,120000,120000,5.705131545,50.88587876,13.27510748,7.450608324,26.51045422,9.579404818,64200000,NaN,1.049999952,NaN,NaN,2.960000038,NaN,NaN,NaN
1992 [YR1992],0,0,-923521062.8,437485314,0,885393236.7,886660000,270054786,9017502979,1.050355326,109543841.7,20072784.1,79790000,8833748761,11447320876,NaN,-8.672480148,NaN,2.48819E+11,NaN,NaN,NaN,26030054700,9307736200,50286416200,29406613100,29227882100,NaN,1792043600,7889335400,NaN,NaN,NaN,NaN,NaN,NaN,10492993078,10429217520,NaN,NaN,2815106298,NaN,97.2314532,11.14666568,NaN,346.5836065,346.5836065,17716884363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2063636,22,5034885,NaN,44678868,6744717,0,NaN,0.73350131,NaN,10650000,1101000,NaN,NaN,15.03409968,NaN,NaN,25.21970135,10920970000,836917500,NaN,NaN,27.79906293,15.53222614,2.875,-6.519588853,32.53944943,NaN,NaN,NaN,NaN,113.6,265960,51423585,5400000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.92204815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,839000000,NaN,NaN,NaN,NaN,NaN,NaN,34.77583207,120000,120000,3.441708349,44.38117357,11.39437578,5.600781003,22.54693665,7.426220737,47800000,NaN,1.120000005,NaN,NaN,3.00999999,NaN,NaN,NaN
1993 [YR1993],0,0,-528920000,476080000,0,531380000,561920000,499938564.1,9300872876,1.087649868,95000023.7,-715920.5,-26825000,7446324995,11400517948,NaN,13.14283398,NaN,2.81521E+11,NaN,NaN,NaN,33031569000,12074211900,61287169200,37722155500,37310867500,NaN,2812060900,10829344000,NaN,NaN,NaN,NaN,NaN,NaN,8830712714,8734430672,NaN,NaN,2535136831,NaN,116.9751633,12.37882595,NaN,387.3254112,387.3254112,20423136443,NaN,NaN,NaN,58.12596893,13.26484013,NaN,NaN,1855894,28,5304825,NaN,46169949,7125617,0,NaN,0.815456638,NaN,10000000,1000000,NaN,NaN,14.5879043,NaN,NaN,22.37236947,11630470000,1937777643,NaN,NaN,28.78400207,13.37686413,11.5,0.549614667,27.59409387,NaN,NaN,NaN,NaN,110.4,266335,53295566,17460000,NaN,473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.63715674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,787000000,NaN,NaN,NaN,NaN,NaN,NaN,40.93846835,120000,120000,3.071688351,73.28743449,10.46705828,5.91191031,20.75698144,8.352385908,64400000,NaN,1.120000005,NaN,NaN,3.079999924,NaN,NaN,NaN
1994 [YR1994],0,16161210.57,-569489613.7,666572407.4,0,726554174.9,638750000,587541810.7,9583586822,1.639154926,112256872.8,-3110346.5,-32892000,5336346293,9098295682,NaN,3.189964582,NaN,2.90501E+11,NaN,NaN,NaN,35412962700,13431689100,67189511900,40066416500,39606699900,NaN,3278818200,13541516700,NaN,NaN,NaN,NaN,NaN,NaN,6927950565,6848460204,NaN,NaN,2341486124,NaN,123.4149671,15.53020569,NaN,394.2676875,394.2676875,21512534829,NaN,49.75075,23.31052,51.10062027,NaN,NaN,19.18834,2283638,33,5254032,NaN,47661483,7519515,0,NaN,0.827325945,NaN,9932000,1000000,NaN,NaN,22.82437632,NaN,NaN,21.16969957,12440790000,3517721347,NaN,NaN,30.9698235,2.931081729,11.5,11.07755929,32.00031877,NaN,NaN,NaN,NaN,106.9,265638,55180998,18541978.7,NaN,417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.84231093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1033000000,NaN,NaN,NaN,NaN,NaN,NaN,76.69374183,120000,120000,2.868438702,92.50415494,12.43934556,7.678250936,16.64617707,9.683421526,67400000,NaN,1.110000014,66.02999878,NaN,3.099999905,NaN,NaN,NaN
1995 [YR1995],NaN,11418742.8,-678068226.8,767558289.2,NaN,736232635.4,476020000,815019143.3,9789956593,2.033510866,154619272.5,19206867.7,-47917000,5370513584,8359529604,NaN,6.127511414,NaN,3.08302E+11,NaN,NaN,NaN,38290723300,14625145200,74302156300,47924428300,47546597900,NaN,4450359300,15878065500,NaN,NaN,NaN,NaN,NaN,NaN,7663984568,7603562640,NaN,NaN,2539190415,NaN,96.43942062,11.53380359,NaN,413.2199276,413.2199276,23392007273,NaN,58.24882,23.3345,55.26010895,NaN,NaN,21.94671,2722192,55,6751322,NaN,49159894,7888014,0,NaN,0.864425166,NaN,9940000,1000000,NaN,NaN,31.6313618,NaN,NaN,16.5162325,13716440000,4168360083,NaN,NaN,34.0736729,12.70636909,11.45833333,2.108988395,29.16915965,NaN,NaN,NaN,NaN,103.4,264396,57047908,25722189.86,NaN,342,NaN,44.6,NaN,45.5,NaN,NaN,NaN,79.85228774,2.857812209,0.070245168,NaN,NaN,NaN,NaN,NaN,1145000000,13.83748957,11.07845665,0.826235609,NaN,65.56939,NaN,87.02341633,120000,120000,2.225616054,82.62967636,11.86534759,8.429521526,13.30741349,12.07547008,75700000,NaN,1.120000005,NaN,NaN,3.210000038,NaN,NaN,NaN
1996 [YR1996],NaN,2626927.74,-557902907.4,794653790.7,31518.39887,671410415.1,393610000,843310624.1,9497620197,4.092680746,348056270.7,-18915008.6,-209577000,6198218490,8709379049,NaN,12.42617378,NaN,3.46612E+11,NaN,NaN,NaN,39953150300,15096935500,79498345200,54008447600,53733092600,NaN,5284019700,17970981700,NaN,NaN,NaN,NaN,NaN,NaN,8547939731,8504359179,NaN,NaN,2844274837,NaN,86.08914393,9.600958553,NaN,458.3262309,458.3262309,26853621741,NaN,71.03089,24.11644,NaN,13.04413986,NaN,26.19184,3380068,38,9388993,NaN,50636303,8247227,0,NaN,0.9570294,NaN,9927000,1000000,NaN,NaN,28.60527351,NaN,NaN,13.47161476,16263104000,3609224693,NaN,NaN,31.18277775,0.239137921,9.416666667,13.64489862,28.22446613,NaN,NaN,NaN,NaN,100,262585,58883530,25691184.67,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.15528541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1401000000,NaN,NaN,NaN,NaN,NaN,NaN,85.96379241,120000,120000,2.117138489,72.15000936,11.09548648,8.952488388,13.8558101,12.56914483,80800000,NaN,1.129999995,NaN,NaN,3.329999924,NaN,NaN,NaN
1997 [YR1997],NaN,822171.7898,-416859713.6,979000164.2,NaN,417905096.1,357960000,588431597.6,9438270854,1.177260673,99976106.8,884735.6,22647000,6272698965,8749819777,NaN,3.133906851,NaN,3.57475E+11,NaN,NaN,NaN,41422672300,15544597200,82993760000,55816131300,55186140800,NaN,6810780800,15276564900,NaN,NaN,NaN,NaN,NaN,NaN,8589211390,8492265912,NaN,NaN,2350819417,NaN,54.37421148,6.816908222,NaN,466.4710795,466.4710795,28001808677,NaN,NaN,NaN,NaN,14.86991978,NaN,NaN,4007694,24,9484807,NaN,52086904,8610539,0,NaN,0.976089967,NaN,9900000,1000000,NaN,NaN,27.00720718,NaN,NaN,14.82354618,18583808000,5855517817,NaN,NaN,31.92967063,0.206655563,7,10.27211654,32.7246722,NaN,NaN,NaN,NaN,96.6,259952,60697443,23891625.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.73151063,0.691310649,0.353575357,NaN,NaN,NaN,NaN,NaN,1113000000,2.433615493,10.18205699,0.767757749,NaN,NaN,NaN,120.8451046,120000,120000,3.343177478,69.42168706,12.3955205,10.52276441,16.58214728,14.08607121,88200000,NaN,1.120000005,NaN,NaN,3.440000057,NaN,NaN,NaN
1998 [YR1998],NaN,5079583.711,-863459802.1,951890278.2,NaN,574089641,430370000,598411583.4,9627396782,1.535190442,119005064.9,-6498123.3,2106000,5400817027,7969964501,NaN,-3.458139134,NaN,3.45113E+11,NaN,NaN,NaN,43579298400,15604267600,88374784700,53805023800,53347964800,NaN,6225445600,17669717900,NaN,NaN,NaN,NaN,NaN,NaN,7818224906,7751811218,NaN,NaN,2567526577,NaN,52.76767368,8.517235156,NaN,442.2194791,442.2194791,27413036842,NaN,80.9514,31.68268,49.02510834,NaN,8,33.66542,5092770,14,7210329,NaN,53525989,8981735,0,NaN,0.924608113,NaN,9950000,1000000,NaN,NaN,31.15405302,NaN,NaN,16.98901953,20128887000,6229449804,NaN,NaN,32.21537786,-0.150146834,6,10.66616174,33.57665089,NaN,NaN,NaN,NaN,93.4,256598,62507724,36619945.84,NaN,692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83.75628384,NaN,0.783628531,NaN,NaN,NaN,NaN,NaN,1517000000,6.05456679,24.61690548,1.379835867,NaN,NaN,NaN,115.4456763,120000,120000,7.276936149,77.96167911,16.0038959,11.26214538,17.31684422,15.84684737,92100000,NaN,1.039999962,NaN,NaN,3.559999943,NaN,NaN,NaN
1999 [YR1999],NaN,7293120.16,-912500603,940975697.7,52683.80061,481063518.7,356790000,546583393.6,5374811148,2.045029723,156410890.3,-13160365.5,-12066000,6042234447,8003894080,NaN,5.162145821,NaN,3.62928E+11,NaN,NaN,NaN,45969075400,16962753900,95544778400,57840190200,57445940400,NaN,7053490500,20740649000,NaN,NaN,NaN,NaN,NaN,NaN,7700833482,7648343128,NaN,NaN,2761406622,NaN,46.00160612,8.410840979,NaN,458.3055581,458.3055581,29292652452,NaN,81.58248,26.95115,56.49681091,NaN,8,36.1702,5167582,15,8392918,NaN,54979174,9363839,0,NaN,0.959459661,NaN,10000000,1000000,NaN,NaN,19.52182379,NaN,NaN,21.13458157,25148979590,5138649414,NaN,NaN,34.77374555,2.222722965,6,8.177187478,35.51496694,NaN,NaN,NaN,NaN,90.2,252316,64343013,31515014.58,NaN,679,NaN,30,NaN,44.2,NaN,NaN,NaN,70.7080889,NaN,1.541682595,NaN,NaN,NaN,NaN,NaN,1538000000,9.376401546,11.05392878,0.9937552,NaN,NaN,NaN,96.2120401,325500,325500,9.506942683,85.55469792,18.15917265,10.88481898,16.08274185,16.04074946,200000,NaN,0.949999988,53.16999817,NaN,3.710000038,1.370239258,0.713561058,NaN
2000 [YR2000],NaN,NaN,-628714042.6,992267370.3,316615.0033,678006863.1,426640000,362554236.6,5338840854,1.693365137,138555594.8,-3098794.2,-8051000,6462056297,8282808160,NaN,6.07321748,NaN,3.84969E+11,NaN,NaN,NaN,48427827100,18091964700,1.05944E+11,67159835100,66669899900,NaN,7663250900,25150010200,NaN,NaN,NaN,NaN,NaN,NaN,8242392104,8182263337,NaN,NaN,3086610400,NaN,NaN,8.405986943,NaN,482.8844222,482.8844222,31745637945,NaN,82.44779,22.99334,64.62185669,14.9077301,8,40.27072,5847259,15,8019830,NaN,56463268,9761536,0,12.7,1.009177073,NaN,10000000,1000000,5166.71582,1117893.375,18.35318323,NaN,NaN,24.25556803,29689514250,4849993325,NaN,NaN,35.00410705,9.464718955,6,1.303568606,34.58547791,8.89078522,4.3650465,5.38449526,3.50584769,87,246969,66224804,17288912.31,3,659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.72442669,NaN,0.862182754,NaN,NaN,NaN,NaN,NaN,1260000000,7.006182628,20.08074337,0.689847063,NaN,NaN,NaN,100,352500,352500,7.613843906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.850000024,NaN,NaN,3.49000001,NaN,NaN,NaN
2001 [YR2001],NaN,NaN,-1171640699,975689091.2,101146.5583,830265094.7,449920000,489895094.9,5572556283,2.237426939,183023077.6,-20371075.7,-9983000,6467349932,8565169694,NaN,8.301306321,NaN,4.16927E+11,NaN,NaN,NaN,50904513700,18780830500,1.10755E+11,68548836800,68121982400,NaN,8176456900,26390810900,NaN,NaN,NaN,NaN,NaN,NaN,8231326016,8180069454,NaN,NaN,3169001525,NaN,92.38322001,13.49132769,NaN,519.2716623,519.2716623,35172862660,NaN,84.86304,24.89345,60.44472122,14.46177006,8,44.56625,6650841,15,9585753,NaN,57985266,10174157,0,25.5699501,1.076421768,NaN,9908400,1000000,NaN,NaN,17.99123259,NaN,NaN,21.38072048,28445832949,6385530282,NaN,NaN,32.12052313,-5.75533534,6,17.6354832,37.16327065,10.71354485,4.72316694,5.61692476,4.28596306,83.6,240243,68159423,16969118.96,NaN,588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.64995069,0.002661922,0.614876874,NaN,NaN,NaN,NaN,NaN,1811000000,14.54654768,17.46669566,1.523735157,NaN,52.29612,NaN,93.69002809,252500,252500,4.349020778,NaN,14.51271891,8.083871673,9.838655186,11.77992272,0,NaN,0.870000005,NaN,NaN,3.279999971,NaN,NaN,NaN
2002 [YR2002],NaN,NaN,-969768539.5,1063969945,396117.5584,855684791.6,566340000,965896480.1,6337040280,1.100183251,85783572.2,29688119,-4070000,5676917152,8244554537,NaN,1.514725706,NaN,4.23242E+11,NaN,NaN,NaN,55142759600,19120619900,1.16998E+11,67067110300,66609205500,NaN,8544537400,27794717300,NaN,NaN,NaN,NaN,NaN,NaN,7850809498,7797207616,NaN,NaN,3253622075,NaN,97.84504988,16.98992839,NaN,520.3392794,520.3392794,36248494910,NaN,81.48227,25.13011,56.00960159,16.18774986,8,46.8104,7213043,15,9000335,NaN,59538010,10604081,0,26.46764374,1.078001997,4.555737705,9853000,1000000,NaN,NaN,23.02590628,NaN,NaN,24.05838977,29570265567,10679563114,NaN,NaN,32.65170964,-3.621434213,3.793800401,12.7439479,44.03679694,11.08517742,4.7126298,5.25928497,3.18764424,80.2,232462,70142091,24331941.5,1,753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.93747315,0.001027794,1.285049576,NaN,NaN,NaN,NaN,NaN,1594000000,11.23257534,12.45352243,1.153922519,NaN,52.9056,NaN,98.88601527,252500,252500,3.719388099,NaN,17.24556187,9.709831679,12.63409401,12.75484136,0,NaN,0.810000002,NaN,NaN,3.109999895,NaN,NaN,NaN
2003 [YR2003],0,13796891.83,-1345579460,1258126211,88288.33945,1233380317,1294370000,955608348.1,7043842799,1.083716926,92739955.2,-11698073.1,128578000,5202151475,8231634992,NaN,-2.161359722,NaN,4.14094E+11,NaN,NaN,NaN,58713575400,19351228900,1.26905E+11,73995583200,73428324900,NaN,9545061900,31633227100,NaN,NaN,NaN,NaN,NaN,NaN,8623691300,8557581132,NaN,NaN,3686641466,NaN,119.2569029,18.94413864,NaN,503.9724489,503.9724489,36093154300,NaN,79.97694,25.53188,53.64009857,NaN,8,47.54802,7623074,15,9532780,NaN,61121268,11049316,0,27.34658241,1.041169164,NaN,10928000,1000000,NaN,NaN,36.18730793,NaN,NaN,25.3069014,33203148415,13252350015,NaN,NaN,38.4513991,12.76797833,3.3500056,-5.114907985,44.87788044,11.74260044,4.89970922,5.84133863,3.58781052,76.6,223828,72170584,21005932.28,3,520,NaN,NaN,NaN,NaN,12,487.4,NaN,63.99427764,NaN,0.710764054,NaN,NaN,NaN,NaN,NaN,2686000000,24.15681785,0.965515176,1.69689129,NaN,NaN,NaN,102.2069664,162400,162400,3.238842734,NaN,15.76337329,9.116895507,12.02419466,13.06429328,0,NaN,0.800000012,NaN,NaN,2.920000076,NaN,NaN,NaN
2004 [YR2004],0,0,-2043010904,1683762663,450079.3329,1403789413,1491310000,1496784362,6294821452,0.958745054,96523160.7,9089601,70502000,6862822570,10032643823,NaN,13.57260314,NaN,4.70298E+11,NaN,NaN,NaN,65550891900,20757164700,1.33351E+11,87325768600,86778167000,NaN,11077745600,34994629700,NaN,NaN,NaN,NaN,NaN,NaN,10131187261,10067656709,NaN,NaN,4059937317,NaN,111.7457945,18.18000059,NaN,571.4036847,571.4036847,42154715214,NaN,97.41388,24.30093,68.75153351,NaN,8,50.34928,8269663,25,10140082,NaN,62729412,11510093,0,28.20229721,1.17905178,NaN,12364000,1129264.328,NaN,NaN,27.86856641,NaN,NaN,23.57072351,38479640584,15056230352,NaN,NaN,39.70348159,3.911362456,3.380779873,2.972377102,45.35308217,7.75932598,4.31281853,5.88065052,7.48590326,73,214741,74239505,40730005.69,1,510,NaN,29.8,NaN,38.7,11,80.7,NaN,76.86657076,0.00414669,0.962038149,NaN,NaN,NaN,NaN,NaN,2874000000,12.30231888,14.85853611,0.846109417,NaN,NaN,NaN,139.6706229,182000,182000,3.072650407,NaN,16.16704923,9.680762203,10.10654831,11.90404638,0,NaN,0.75,NaN,NaN,2.710000038,0.925970078,0.416172445,NaN
2005 [YR2005],-265111675.5,0,-2965204870,1929483700,575608.0438,1402087161,1494820000,1042595212,5871759062,0.714204528,88313921.1,68105048.5,116212000,8935622367,12291510934,NaN,11.81876595,NaN,5.25881E+11,NaN,NaN,NaN,71733107200,23462845400,1.49775E+11,1.0729E+11,1.0698E+11,NaN,12648203900,41998499000,NaN,NaN,NaN,NaN,NaN,NaN,12401139454,12365354408,NaN,NaN,4854419876,NaN,104.7424396,15.60100852,NaN,640.6581352,640.6581352,48770743849,NaN,134.7826,21.18884,65.5521698,NaN,8,61.18754,10019729,25,12749986,NaN,64359940,11986371,0,14,1.326673295,NaN,12823000,1129317.777,NaN,NaN,23.29508783,NaN,NaN,23.89020207,49555418514,14790200998,NaN,NaN,44.84304933,9.875511911,3.463492541,-2.617063494,43.77702196,11.33977413,4.10098124,6.65360308,5.98420286,69.5,205618,76346311,40653676.42,1,574,NaN,NaN,NaN,NaN,11,67.6,26.4,71.70194273,0.004274105,1.062184387,NaN,NaN,NaN,NaN,NaN,4095000000,10.59101368,15.28124675,1.195123816,NaN,NaN,NaN,185.9386711,183000,183000,2.761551436,NaN,14.8516589,8.724416385,10.64383112,10.93646474,0,3.383333333,0.709999979,70.93000031,NaN,2.5,NaN,NaN,NaN
2006 [YR2006],-545257102.2,0,-3077631352,2198490814,844549.2813,1273789743,5611410000,867438393.6,2141206027,0.876785032,133643624.6,71403872.6,-44933000,11409918299,14407106797,NaN,10.83472707,NaN,5.82859E+11,NaN,NaN,NaN,79024113600,25879642800,1.69014E+11,1.32652E+11,1.32318E+11,NaN,15377396600,51167230600,NaN,NaN,NaN,NaN,NaN,NaN,15280861835,15242461911,NaN,NaN,5894231082,NaN,139.9181291,13.34790968,NaN,711.5870306,711.5870306,55711548425,NaN,114.29671,21.23776,64.37699127,23.97537994,8,65.75849,10971581,25,12672350,NaN,66010207,12478999,0,29.84758186,1.470402503,NaN,13396000,1129314.344,NaN,NaN,18.90356211,66.65,NaN,21.21677971,58769613703,13745788248,NaN,NaN,50.3632287,11.5523498,3.561090209,-4.08090893,42.48640017,8.16000748,4.45757294,8.66179371,10.50690842,66.1,196955,78489206,55479817.47,5,546,NaN,NaN,NaN,NaN,11,47.8,26.4,73.72581476,NaN,0.654345629,NaN,NaN,NaN,NaN,NaN,5207000000,8.468381364,21.17719273,0.800787537,NaN,57.36474,NaN,214.7587533,NaN,NaN,2.266537384,NaN,9.515827033,8.262845855,17.04759462,8.871432405,0,3.391666667,0.670000017,NaN,NaN,2.390000105,NaN,NaN,NaN
2007 [YR2007],-222000573,0,-4254883060,2649643536,2070545.555,3387339046,2073730000,1289865496,2507570775,0.643494699,126908778.7,97503074.1,-44255000,14294219262,17783871681,NaN,11.456167,NaN,6.49632E+11,NaN,NaN,NaN,86549781500,28449557200,1.95645E+11,1.73309E+11,1.73434E+11,NaN,20085615500,67788188600,NaN,NaN,NaN,NaN,NaN,NaN,19707616773,19721806402,NaN,NaN,7708459018,NaN,171.9195643,13.21658876,NaN,792.3535636,792.3535636,63968631877,NaN,129.8759,20.32094,50.84439087,24.69944954,8,70.93256,12174719,25,12235743,NaN,67672870,13001478,0,79.93088065,1.631710227,6.844254844,14038000,1129287.296,NaN,NaN,21.99446551,75.2,NaN,20.36955685,72515956571,16277470725,NaN,NaN,59.04484305,17.22057948,4.111559252,-8.292553683,39.74275329,10.81129932,5.00128365,11.98231506,13.52633476,62.8,188857,80674348,85316410.32,12,719,NaN,NaN,NaN,NaN,11,43,26.4,75.81693917,0.010373057,4.973346284,NaN,NaN,NaN,NaN,NaN,5809000000,7.012871408,13.30754862,1.447457384,NaN,NaN,NaN,262.9796724,138000,138000,1.86327402,NaN,7.693193532,7.812529666,15.74369753,8.267382601,0,3.416666667,0.660000026,NaN,NaN,2.289999962,NaN,NaN,NaN
2008 [YR2008],-108537544,0,-6102643090,3495286072,1728785.563,4295268033,2868220000,870502510.2,2771253451,0.382003286,103472657.5,89625946.5,-32953000,20292128492,23011340075,NaN,10.78852169,NaN,7.19718E+11,NaN,NaN,NaN,95317558000,31084510600,2.27731E+11,2.50207E+11,2.50391E+11,NaN,25538217000,94828603100,NaN,NaN,NaN,NaN,NaN,NaN,27066912635,27086850119,NaN,NaN,10258394970,NaN,95.1388891,12.24302562,NaN,870.7152774,870.7152774,72249612441,NaN,155.07642,19.26767,45.66201019,26.35573006,8,76.57609,13379059,25,13259750,NaN,69226765,13689470,0,31.47476959,1.788794713,NaN,13606000,1129272.056,NaN,NaN,18.86423491,78.28,NaN,14.79011164,92232451250,13118311752,NaN,NaN,85.25560538,30.31167308,4.675193071,-17.12177624,33.96712075,4.58203459,4.28063917,13.45180225,17.83525467,59.8,181417,82916235,76404207.29,NaN,NaN,NaN,NaN,NaN,NaN,11,31.1,26.4,77.39173672,0.0088217,0.93560356,NaN,NaN,NaN,NaN,NaN,8277000000,13.1682985,23.47657153,1.159600992,NaN,55.95241,NaN,329.8372882,138000,138000,1.489809217,NaN,12.87806064,7.814144254,12.58932477,10.14310018,0,3.4,0.629999995,NaN,NaN,2.24000001,NaN,NaN,NaN
