,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1970 [YR1970],NaN,NaN,NaN,NaN,NaN,NaN,270000,1595900690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,82458,NaN,1073782,1059744,NaN,NaN,NaN,NaN,1725000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,-166810000,573833571.4,NaN,NaN,15.10196798,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,95.1,10067,2133526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.40919851,99.91759552,0.051104588,554000000,22.58666414,3.18201645,1.131923893,NaN,NaN,NaN,NaN,NaN,NaN,6.072931276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971 [YR1971],NaN,NaN,NaN,NaN,NaN,NaN,0,2679173186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.05732,22.40902,90.01728821,NaN,NaN,78.53004,350225,0,50804,NaN,1047407,1180739,0,NaN,NaN,NaN,1730000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,-364100000,882363562.9,NaN,NaN,14.63322564,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,89.9,9855,2228146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.20548961,99.94513462,0.004231758,703000000,22.25787338,3.318180955,1.189107037,NaN,NaN,NaN,NaN,NaN,NaN,5.322679779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1972 [YR1972],NaN,NaN,NaN,NaN,NaN,NaN,3040000,2990319033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118.85957,22.40115,88.97530365,NaN,NaN,86.42805,407805,0,160131,NaN,1017299,1310191,0,NaN,NaN,NaN,1730000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,-327610000,971137134.3,NaN,NaN,14.59649285,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,85.2,9627,2327490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.75426739,99.7705741,0.018663701,1043000000,16.69076866,2.154074457,1.053162552,NaN,NaN,NaN,NaN,NaN,NaN,3.709677419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973 [YR1973],NaN,NaN,NaN,NaN,NaN,NaN,10430000,2297339576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,115.81092,22.08348,88.76680756,NaN,NaN,91.07185,455449,0,274089,NaN,983775,1446980,0,NaN,NaN,NaN,1735000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,237680000,655577130.1,NaN,NaN,15.75996405,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,80.6,9355,2430755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.79741261,99.76853944,0.023423745,1806000000,17.87258437,1.968238608,1.010353399,NaN,NaN,NaN,NaN,NaN,NaN,3.984861977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.309999943,NaN,NaN,NaN,NaN,NaN
1974 [YR1974],NaN,NaN,NaN,NaN,NaN,NaN,9450000,3965710703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,109.83774,20.47222,NaN,NaN,NaN,93.34071,488882,0,186860,NaN,983374,1553514,0,NaN,NaN,NaN,1735000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,678160000,1278559317,NaN,NaN,16.93541333,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,76.2,9066,2536888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89.69712377,99.96851621,0.003751615,2762000000,17.33823897,1.621976346,1.50466895,NaN,NaN,NaN,NaN,NaN,NaN,3.291269637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1975 [YR1975],NaN,NaN,NaN,NaN,NaN,NaN,0,2436846607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,102.3758,20.88873,92.5459137,NaN,NaN,93.85791,522473,0,270184,NaN,984388,1660751,0,NaN,NaN,NaN,1740000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,1326210000,767973311.1,NaN,NaN,18.4797876,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,72.2,8769,2645139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.20005247,99.99369547,0.000481903,3542000000,17.12961813,1.944580136,1.323411539,NaN,NaN,NaN,NaN,NaN,NaN,2.253968254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1976 [YR1976],NaN,NaN,NaN,NaN,NaN,NaN,5810000,3434886396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107.31318,18.27556,88.97972107,NaN,NaN,95.3972,556169,0,332909,NaN,983151,1771545,0,NaN,NaN,NaN,1740000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,1466280000,1106107522,NaN,NaN,19.49233494,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,68.6,8472,2754696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.07405178,99.99984887,NaN,3212000000,14.79515249,2.688212751,0.89144182,NaN,NaN,NaN,NaN,NaN,NaN,1.968616262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1977 [YR1977],511736155.3,0,4311419331,10541764799,0,-937000722.6,4620000,5190237333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,104.33698,17.0719,78.71382141,NaN,NaN,95.92914,571723,0,110732,NaN,979991,1885646,0,NaN,NaN,186.8571429,1745000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,1575740000,1655782079,NaN,NaN,20.7164951,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,65.2,8173,2865637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93.86745087,99.99771725,NaN,3773000000,18.71492198,0.557174712,0.968131623,NaN,NaN,NaN,NaN,NaN,NaN,2.463994447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1978 [YR1978],730279582.7,0,2841064556,10052997659,0,-1049819123,3360000,4658086314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101.1259,15.47593,NaN,NaN,NaN,93.31368,574770,0,299221,NaN,975206,2003887,0,NaN,NaN,NaN,1750000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,2555110000,1511170154,NaN,NaN,26.80295872,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,62.2,7882,2979093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94.825724,99.72036436,NaN,4603000000,16.62276206,0.775422627,0.87425733,NaN,NaN,NaN,NaN,NaN,NaN,3.799226442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1979 [YR1979],609016691.7,0,5523034901,16123235578,0,-902209419.7,1040000,7605939810,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.17319,NaN,84.39733124,NaN,NaN,NaN,630423,0,213486,NaN,969400,2127329,0,NaN,NaN,NaN,1750000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,3242100000,2297094708,NaN,NaN,25.18432033,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,59.4,7587,3096729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94.21876554,99.56849794,NaN,5311000000,16.73699882,0.659201874,0.861535687,NaN,NaN,NaN,NaN,NaN,NaN,3.220749426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980 [YR1980],1135953890,0,9412913189,22083713762,0,-1134264990,6740000,14904804399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.43738,12.05063,86.42913818,NaN,NaN,96.87382,645186,0,214831,NaN,962814,2256652,0,NaN,NaN,NaN,1753000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,2870680000,4483903830,NaN,NaN,27.63583481,NaN,5.125,NaN,NaN,NaN,NaN,NaN,NaN,56.8,7305,3219466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.06893563,99.99999993,NaN,6777000000,19.2923902,0.651114008,1.048463248,NaN,NaN,NaN,172.6692411,NaN,NaN,2.922364358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981 [YR1981],769460071.7,0,-2426602790,14894017735,0,-1646333797,10000,10425318890,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.44361,12.11403,NaN,NaN,NaN,96.76456,662843,0,247730,NaN,955758,2392023,0,NaN,NaN,NaN,1758000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,5368720000,2984029396,NaN,NaN,30.73097165,NaN,5.5,NaN,NaN,NaN,NaN,NaN,NaN,54.4,7039,3347781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.64076685,99.62885039,NaN,8382000000,18.13897836,0.998193623,0.788248408,NaN,NaN,NaN,122.7125857,NaN,NaN,1.755113763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982 [YR1982],411075045.4,0,623537003.9,13864409460,0,-1674362366,10000,8694455394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,292800,NaN,947623,2532831,0,NaN,NaN,304,1765000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,4581280000,2325561504,NaN,NaN,33.88360329,NaN,5.5,NaN,NaN,NaN,NaN,NaN,NaN,52,6775,3480454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.64076685,NaN,NaN,7175000000,15.99235172,1.445514913,1.200074977,NaN,NaN,NaN,110.20569,NaN,NaN,2.240525777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983 [YR1983],326630705.6,0,1215660713,12509246693,0,-2102326279,60000,6583895511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,108.45298,10.89523,NaN,NaN,NaN,98.05978,721710,0,417587,NaN,937831,2676858,0,NaN,NaN,NaN,1775000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,4445070000,1766957372,NaN,NaN,37.47702841,NaN,5.5,NaN,NaN,NaN,NaN,NaN,NaN,49.7,6519,3614689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.64076685,98.79747327,NaN,6029000000,17.97936271,1.500879007,1.213662518,NaN,NaN,NaN,97.2574671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984 [YR1984],16888867.89,0,531999338.7,11197994969,0,-1321047247,50000,4758853012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,275134,NaN,925439,2821276,0,NaN,NaN,NaN,1780000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,5028740000,1250779479,NaN,NaN,42.1532723,NaN,5.5,NaN,NaN,NaN,NaN,NaN,NaN,47.6,6273,3746715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.64076685,98.42340236,0.000536873,6222000000,16.10793418,0.671172513,0.927598916,NaN,NaN,NaN,87.85562298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985 [YR1985],-119235407.2,0,2887320851,10416040371,0,-904229985.8,940000,7081091229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,234575,NaN,951013,2922768,0,NaN,NaN,NaN,1787000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,4710750000,2032500083,NaN,NaN,46.00542403,NaN,5.5,NaN,NaN,NaN,NaN,NaN,NaN,45.5,6030,3873781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87.64076685,98.53516552,NaN,4101000000,17.34132114,0.718892796,0.684220319,NaN,NaN,NaN,97.04468437,73000,73000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986 [YR1986],176920553.7,0,414716996.7,5889108179,0,-526005732.1,50000,7360415899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,748733,0,284850,NaN,978477,3016120,0,NaN,NaN,NaN,1795000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,4166920000,2046106966,NaN,NaN,47.51945382,NaN,5.5,NaN,NaN,NaN,NaN,NaN,NaN,43.4,5774,3994597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.7188877,98.64340702,0.000720631,4445000000,20.29835236,0.342245578,0.758585517,NaN,NaN,NaN,60.76917015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987 [YR1987],211090752.3,0,-878703131.6,5892697667,0,-521835193.1,0,7580773263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,275970,NaN,1004417,3105308,0,NaN,NaN,539,1800000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,4491130000,1753288572,NaN,NaN,49.58926669,NaN,5.5,NaN,NaN,NaN,NaN,NaN,NaN,41.3,5503,4109725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85.33548336,96.84483601,0.001239782,4684000000,18.01292979,0.426149006,1.031012719,NaN,NaN,NaN,62.93640161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988 [YR1988],-41992370.16,0,-1617056188,5781649499,0,-534002973.9,60000,5798482449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,283231,NaN,1029199,3191251,0,NaN,NaN,NaN,1800000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,4557590000,1212949416,NaN,NaN,52.60774379,NaN,5.5,NaN,NaN,NaN,NaN,NaN,NaN,39.3,5220,4220450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.88081132,NaN,NaN,5869000000,NaN,NaN,NaN,NaN,NaN,NaN,52.58885649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989 [YR1989],-90119662.06,0,-598461311.4,7391147395,0,-487647504.7,-80000,5776264607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,321878,NaN,1053274,3275665,0,NaN,NaN,NaN,1805000,1759540,NaN,NaN,NaN,NaN,NaN,NaN,7675809000,1297058503,NaN,NaN,53.40308855,NaN,5.5,NaN,NaN,NaN,NaN,NaN,NaN,37.4,4929,4328939,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89.78605907,NaN,NaN,4923000000,NaN,NaN,NaN,NaN,NaN,NaN,63.31468201,86000,86000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990 [YR1990],-53676639.76,0,2508323501,11468437848,0,-480970943.1,60000,7225218009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8185000000,NaN,3247500000,NaN,NaN,NaN,NaN,39.67623702,70.79780086,NaN,NaN,28901836158,NaN,11467161017,8994703390,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,272536,NaN,1077088,3359573,0,NaN,NaN,NaN,1805000,1759540,10082.89258,1606874.75,41.59373608,NaN,NaN,58.19474649,8474523000,1721199030,NaN,NaN,57.9164305,NaN,5.5,NaN,68.13694563,NaN,NaN,NaN,NaN,35.6,4636,4436661,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.46516124,NaN,NaN,5336000000,NaN,NaN,NaN,NaN,NaN,NaN,104.2241311,86000,86000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991 [YR1991],81929746.96,0,66612446.44,10800477947,NaN,-434227658.9,3970000,6967998374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8981000000,NaN,3038400000,NaN,NaN,NaN,NaN,33.83142189,64.59637011,NaN,NaN,31995012469,NaN,10824367652,9843249020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,257989,NaN,1100752,3443490,0,NaN,NaN,NaN,1810000,1759540,NaN,NaN,24.69348065,NaN,NaN,56.01399621,9233312000,1495625488,NaN,NaN,64.80622427,NaN,5.5,NaN,61.42239172,NaN,NaN,NaN,NaN,33.8,4346,4544242,NaN,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86.70049677,NaN,NaN,5361000000,NaN,NaN,NaN,NaN,NaN,NaN,88.53337536,86000,86000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.140000105,NaN,NaN,18.85000038,NaN,NaN,NaN
