,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1970 [YR1970],NaN,NaN,NaN,NaN,NaN,NaN,6610000,29200000,135209089.9,2.265926548,6420079.9,38715844.4,2583000,NaN,279561649.1,NaN,0.479297978,NaN,2.07512E+11,NaN,NaN,NaN,30382658600,NaN,99480812885,242100000,236100000,58700000,39400000,87000000,NaN,NaN,24.24617926,63.40355225,NaN,NaN,290531621.3,283331333.3,70442817.71,113764550.6,104404176.2,NaN,NaN,12.97773883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,995286,NaN,4419062,284720,NaN,NaN,NaN,NaN,1800000,94280,NaN,NaN,6.709986241,NaN,NaN,0,31632000,18842666.67,NaN,NaN,NaN,8.778850901,NaN,NaN,19.48079306,NaN,NaN,NaN,NaN,204.2,47847,4703782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.59087067,0.056513711,0.379133726,109000000,18.11366688,5.496961469,1.082894085,NaN,NaN,NaN,NaN,NaN,NaN,0.641145638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971 [YR1971],NaN,NaN,NaN,NaN,NaN,NaN,12840000,31920015.21,152207137.9,2.19339106,7927251.6,16542191.9,-155000,NaN,352181544.5,NaN,16.21856363,NaN,2.41167E+11,NaN,NaN,NaN,31954177100,NaN,1.15615E+11,303600000,300300000,71200000,44600000,112500000,NaN,NaN,23.45191041,58.92621871,NaN,NaN,365386929.8,361415332.8,85690215.43,129618486,135395354.4,NaN,NaN,8.721268192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,314629,0,1362665,NaN,4522684,306406,NaN,NaN,NaN,NaN,1950000,94280,NaN,NaN,4.841148888,NaN,NaN,3.548748353,42187000,17783346.79,NaN,NaN,NaN,7.902491845,NaN,NaN,18.66073781,NaN,NaN,NaN,NaN,201,48341,4829090,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.35275754,0.056680278,0.220717209,108000000,12.30421378,9.31068375,1.282072684,NaN,NaN,NaN,NaN,NaN,NaN,0.581516871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1972 [YR1972],NaN,NaN,NaN,NaN,NaN,NaN,2580000,36237163.03,175657679.9,2.357316111,9463377.3,15938535,4883000,NaN,408300349.9,NaN,6.231349008,NaN,2.56195E+11,NaN,NaN,NaN,37566737700,NaN,1.2282E+11,325500000,321800000,75800000,52900000,112000000,NaN,NaN,23.28725038,61.22887865,NaN,NaN,406062874.3,401447105.8,94560878.24,154066866.3,139720558.9,NaN,NaN,9.009903832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,378812,0,1451555,NaN,4628756,329793,NaN,NaN,NaN,NaN,2000000,94280,NaN,NaN,5.043344432,NaN,NaN,5.756067588,48729000,20315531.81,NaN,NaN,NaN,0.924482025,NaN,NaN,19.33179724,NaN,NaN,NaN,NaN,196.9,48592,4958549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.59236194,0.065208345,0.099946057,129000000,12.04520941,8.911729108,1.363870824,NaN,NaN,NaN,NaN,NaN,NaN,0.602199944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973 [YR1973],NaN,NaN,NaN,NaN,NaN,NaN,800000,66642983.91,215019020.3,3.051538368,13587223.2,18062343.5,4810000,NaN,475669660.3,NaN,2.300661571,NaN,2.62089E+11,NaN,NaN,NaN,37117731400,NaN,1.25645E+11,364000000,364800000,100600000,57300000,141800000,NaN,NaN,27.63736264,65.21978022,NaN,NaN,444281703.9,445258147.2,122787745.6,166971805.2,173074575.9,NaN,NaN,6.650074973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.52293015,NaN,NaN,NaN,424983,0,1446611,NaN,4738356,355007,NaN,NaN,NaN,NaN,2050000,94280,NaN,NaN,6.388511231,NaN,NaN,6.68021978,51432000,45264926.35,NaN,NaN,NaN,9.313034023,NaN,NaN,23.29615385,NaN,NaN,NaN,NaN,192,48688,5093363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.57996558,0.059895587,0.088113125,140000000,14.32732728,8.942190577,1.752256708,NaN,NaN,NaN,NaN,NaN,NaN,1.06043956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1974 [YR1974],NaN,NaN,NaN,NaN,NaN,NaN,1290000,81791077.93,242448768.9,2.657316985,14970310.5,16357438.2,2984000,NaN,595131267,NaN,7.175963618,NaN,2.80897E+11,NaN,NaN,NaN,39998847300,NaN,1.34661E+11,461500000,473900000,129300000,73900000,181000000,NaN,NaN,28.01733478,66.9772481,NaN,NaN,548621017.6,563361864,153708987.2,213742272.9,215168806.5,NaN,NaN,7.346965074,NaN,NaN,NaN,NaN,NaN,87.14704,NaN,50.54516983,NaN,NaN,NaN,482304,2,1441544,NaN,4852703,382370,NaN,NaN,NaN,NaN,2050000,94280,NaN,NaN,5.871920094,NaN,NaN,6.773347779,69222000,60862113.84,NaN,NaN,NaN,18.29678037,NaN,NaN,25.10725894,NaN,NaN,NaN,NaN,186.6,48639,5235073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.38210127,0.038529689,0.126431752,188000000,12.25152027,10.41132219,1.854170845,NaN,NaN,NaN,NaN,NaN,NaN,0.96695558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1975 [YR1975],NaN,NaN,NaN,NaN,NaN,NaN,5380000,61458203.28,267372283.5,2.821269341,17561895.4,31564527.3,9715000,NaN,683193447.7,NaN,6.08682381,NaN,2.97995E+11,NaN,NaN,NaN,47033252900,39939153100,1.42858E+11,529700000,537700000,154300000,100600000,209900000,NaN,NaN,29.12969605,75.02359826,NaN,NaN,613220652.9,622482056,178629312.3,281430886.8,242996063.9,NaN,NaN,10.10149617,NaN,NaN,NaN,NaN,NaN,94.06255,NaN,38.69065857,NaN,NaN,NaN,546085,6,1177635,NaN,4972750,412045,NaN,NaN,NaN,NaN,2000000,94280,NaN,NaN,8.973438453,NaN,NaN,9.15707004,128585000,40516556.99,NaN,NaN,NaN,8.192416396,NaN,NaN,24.06097791,NaN,NaN,NaN,NaN,180.9,48483,5384795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.96751515,0.031965768,0.102170542,253000000,9.405261503,9.946340611,1.317099636,NaN,NaN,NaN,NaN,NaN,NaN,1.526807627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.84999847,NaN,NaN,NaN,NaN,NaN
1976 [YR1976],NaN,NaN,NaN,NaN,NaN,NaN,14670000,26217493.82,305009839.3,2.818423007,18336728,17536412.1,20573000,NaN,693575749.4,NaN,4.997731243,NaN,3.12888E+11,NaN,NaN,NaN,45536574900,38459925400,1.49998E+11,612000000,594000000,186300000,107100000,244500000,NaN,NaN,30.44117647,69.31372549,NaN,NaN,670317634.2,650602409.6,204052573.9,260569550.9,267798466.6,NaN,NaN,9.477370347,NaN,NaN,NaN,NaN,NaN,89.54501,NaN,36.75503922,NaN,NaN,NaN,571389,7,1293919,NaN,5101167,444484,NaN,NaN,NaN,NaN,2000000,94280,NaN,NaN,7.627538898,NaN,NaN,9.640196078,166214000,-30347000.4,NaN,NaN,NaN,10.03770758,NaN,NaN,19.77810458,NaN,NaN,NaN,NaN,175,48246,5545651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.94378235,0.034512111,0.020966515,206000000,10.38997856,13.51339197,1.486483297,NaN,NaN,NaN,NaN,NaN,NaN,1.373366013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1977 [YR1977],-5537539.587,0,-87271623.89,213195274.1,0,25472682.1,12700000,88549586.86,378462944.7,2.934976294,22916804.6,25527334.2,32737000,NaN,755933127.1,NaN,4.918031369,NaN,3.28275E+11,NaN,NaN,NaN,47856432400,39939153100,1.57375E+11,728000000,705000000,218400000,127600000,270500000,20.0548468,20.70911839,30,64.62912088,NaN,NaN,806290840.6,780817366.3,241887252.2,279211429.8,299590209.3,NaN,NaN,10.10607692,NaN,NaN,NaN,NaN,NaN,82.287,NaN,37.20080185,NaN,NaN,NaN,583039,14,1526407,NaN,5237988,479965,NaN,NaN,NaN,NaN,2000000,94280,NaN,NaN,8.609751211,NaN,NaN,6.745467033,174448000,4398499.408,NaN,NaN,NaN,13.37826951,NaN,NaN,22.10879121,NaN,NaN,NaN,NaN,169.1,47919,5717953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.46944678,0.026043874,0.012270218,235000000,8.11765124,13.0005509,1.743806022,NaN,NaN,NaN,NaN,NaN,NaN,1.689903846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1978 [YR1978],-9125979.115,0,-173156564.8,210134558.1,0,46459530.04,68610000,76971900.19,504387245.4,4.659837474,42483667,29807861.2,51810000,NaN,904581988.2,NaN,9.745068027,NaN,3.60266E+11,NaN,NaN,NaN,53618659400,41812841400,1.72711E+11,800700000,769200000,185700000,143300000,304300000,21.48094236,22.36062214,23.19220682,64.30623205,NaN,NaN,949034016.8,911698471,220101932,390186085.1,360673225.1,NaN,NaN,10.7722018,NaN,NaN,NaN,NaN,NaN,82.47929,NaN,38.94884109,NaN,NaN,NaN,586759,32,1542500,NaN,5387612,509253,NaN,NaN,NaN,NaN,2050000,94280,NaN,NaN,7.57763465,NaN,NaN,8.111527414,231575000,-13386351.72,NaN,NaN,NaN,0.219778176,NaN,NaN,21.05420257,NaN,NaN,NaN,NaN,162.9,47416,5896865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.80830874,0.041374681,0.026708243,338000000,5.10484752,11.90705226,1.258354072,NaN,NaN,NaN,NaN,NaN,NaN,2.694517297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1979 [YR1979],1224173.136,0,-193541772.8,257198775.9,0,53741200.68,107750000,76080407.03,504313120.4,4.648344292,45988393.4,27874416.5,32936000,NaN,1047742066,NaN,4.39615374,NaN,3.76104E+11,NaN,NaN,NaN,54030249100,43883761200,1.80304E+11,864500000,808200000,200500000,201527600,142864200,11.17422635,11.95263386,23.19259688,64.02544824,NaN,NaN,1058269066,989349981.6,245440078.3,432121434.7,174885787.7,NaN,NaN,14.29423367,NaN,NaN,NaN,NaN,NaN,89.5857,NaN,45.80939865,NaN,NaN,NaN,611983,49,1464500,NaN,5538360,537135,NaN,NaN,NaN,NaN,2050000,94280,NaN,NaN,6.709427599,NaN,NaN,9.898207056,314656000,-90194587.07,NaN,NaN,NaN,3.421461526,NaN,12.64586507,19.67541932,NaN,NaN,NaN,NaN,156.5,46807,6075495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.54189027,0.027979229,0.027562436,399000000,6.365708984,14.57708798,1.382372287,NaN,NaN,NaN,NaN,NaN,NaN,4.065934066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980 [YR1980],-9481641.542,0,-173994279.2,312524756.3,0,63488286.58,48480000,75955673.88,634230067.1,7.684731662,87436178.5,51959402,21043000,992433788.6,1169375644,NaN,0.406746413,NaN,3.77634E+11,NaN,NaN,NaN,54816004800,43785144100,1.81037E+11,1005100000,924000000,249700000,203254000,304047100,7.825971299,8.512861205,24.84329917,63.64540842,NaN,NaN,1237655461,1137790912,307474449,480236424.1,374396133.5,NaN,NaN,12.40825455,NaN,NaN,NaN,NaN,NaN,99.38297,NaN,37.75556183,NaN,NaN,NaN,667222,70,1251500,NaN,5684775,565665,NaN,NaN,NaN,NaN,1900000,94280,NaN,NaN,7.273065708,NaN,NaN,10.63814546,333182000,-90096023.68,NaN,NaN,0.47155664,15.79275339,NaN,0.754721905,19.05511889,NaN,NaN,NaN,NaN,151.3,46516,6250440,NaN,2,368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.97847231,0.021095763,0.02385116,439000000,7.511669552,15.32562675,1.378919326,NaN,NaN,NaN,77.84572722,NaN,NaN,4.293105164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981 [YR1981],-1116945.186,0,-74835327.46,316207182.1,0,59391634.9,65790000,54157160.34,666886666.1,9.91055468,114447922.3,22952737.3,4751000,1008470202,1191509940,NaN,-5.290119219,NaN,3.57657E+11,NaN,NaN,NaN,53207069600,45362986400,1.7146E+11,1108100000,1033900000,284400000,217126900,384801700,9.933519603,10.64641945,25.66555365,57.16090606,NaN,NaN,1237685692,1154808444,317658885.3,389813470.3,429801965.8,NaN,NaN,11.83226535,NaN,NaN,NaN,NaN,NaN,96.13467,NaN,43.99782181,NaN,NaN,NaN,691245,82,1307688,NaN,5818405,593979,NaN,NaN,NaN,NaN,2000000,94280,NaN,NaN,6.422234115,NaN,NaN,17.49679632,421039000,-132835705.3,NaN,NaN,0.52726963,16.40573891,NaN,1.799104675,21.78575941,NaN,NaN,NaN,NaN,146.9,46536,6412384,NaN,7,326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.77502465,0.034305123,0.04175769,359000000,10.95025818,16.93291366,1.37516536,NaN,NaN,NaN,74.5971579,NaN,NaN,3.111181301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982 [YR1982],0,0,-69445162.74,267548621.5,0,49172943.87,48950000,28526412.14,681943194.2,8.490376774,94242780,5397794.5,-15574000,947803998.6,1196886630,NaN,2.503453814,NaN,3.6661E+11,NaN,NaN,NaN,53281907700,45215063200,1.75752E+11,1245600000,1171600000,280200000,237877400,427895400,13.3029899,14.14322655,22.49518304,51.34071933,NaN,NaN,1180104216,1109995263,265466603.5,340407389.9,405395926.1,NaN,NaN,10.83157806,NaN,NaN,NaN,NaN,NaN,109.2622,NaN,30.08576012,NaN,NaN,NaN,754588,107,1482700,NaN,5943464,622521,NaN,NaN,NaN,NaN,2100000,94280,NaN,NaN,9.000659047,NaN,NaN,19.76629737,495833000,-182133079.7,NaN,NaN,0.579053637,9.663258357,NaN,8.058069563,22.18810212,NaN,NaN,NaN,NaN,144.3,47247,6565985,NaN,3,281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.1128949,0.025672833,0.019013996,304000000,7.594661846,17.10610224,1.436453018,NaN,NaN,NaN,62.87763564,NaN,NaN,2.286964902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983 [YR1983],-2553705.855,0,-69035181.61,274948997,0,38732850.8,39260000,20298652.99,702440230.8,7.01077803,80783874,10897750.3,-13879000,1021159993,1164997193,NaN,3.718709051,NaN,3.80243E+11,NaN,NaN,NaN,55003090000,48420058800,1.82288E+11,1436999900,1353699900,298200000,278264200,470368500,12.59590576,13.37099553,20.75156721,49.0744641,NaN,NaN,1223186840,1152281154,253830439.2,346441947.6,400381767.1,NaN,NaN,10.0227273,NaN,NaN,NaN,NaN,NaN,95.91604,NaN,34.2181015,NaN,NaN,NaN,736816,143,1404504,NaN,6084076,653848,NaN,NaN,NaN,NaN,2000000,94280,NaN,NaN,5.79986568,NaN,NaN,21.24008499,580388000,-234636041.5,NaN,NaN,0.657240415,11.22976911,NaN,6.386387635,20.3744621,NaN,NaN,NaN,NaN,144,48864,6737924,NaN,1,218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.17691681,0.040242791,0.022244927,311000000,8.193393005,17.99615836,1.162389827,NaN,NaN,NaN,60.27988729,NaN,NaN,1.816410328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81.83999634,NaN,NaN,NaN,NaN,NaN
1984 [YR1984],0,0,35163933.28,338833151.9,0,36788886.82,35170000,60557705.43,712626479.8,9.206439307,106081832,69059.1,-18175000,1035884931,1183750958,NaN,5.360304094,NaN,4.00626E+11,NaN,NaN,NaN,54741171500,49603443000,1.92059E+11,1707399900,1628599900,484400000,306902600,579433300,13.2539139,13.8952061,28.37062366,54.79677022,NaN,NaN,1208008985,1152256898,342719683,319230225,409957053.9,NaN,NaN,15.73607479,NaN,NaN,NaN,NaN,NaN,77.01187,NaN,45.97299957,NaN,NaN,NaN,707699,123,1457065,NaN,6272952,691655,NaN,NaN,NaN,NaN,2050000,94280,NaN,NaN,5.336635209,NaN,NaN,19.22531447,592025000,-162319219.2,NaN,NaN,0.788861374,12.77205599,NaN,3.30573383,22.74165531,NaN,NaN,NaN,NaN,145.8,51368,6964607,NaN,NaN,214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.84097905,0.028934788,0.016771157,271000000,7.561995108,16.52822751,1.615802447,NaN,NaN,NaN,82.88886487,NaN,NaN,1.559534965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985 [YR1985],-523530.7692,0,-48513851.28,271421618.8,0,36307387.22,37720000,49146187.58,794721538.3,10.20137417,110018891.9,7504644.5,-28878000,974121390.3,1178934163,NaN,4.570982302,NaN,4.18938E+11,NaN,NaN,NaN,58894463600,51181285300,2.00838E+11,1944900000,1854000000,470500000,379023400,608204300,11.42043444,11.98036836,24.19147514,54.09018459,NaN,NaN,1131347798,1078471293,273689721.4,338258391,353792275,NaN,NaN,10.427723,NaN,NaN,NaN,NaN,NaN,87.8226,NaN,44.37738037,NaN,NaN,NaN,757334,180,1422875,NaN,6529593,738674,NaN,NaN,NaN,NaN,2050000,94280,NaN,NaN,4.490809369,NaN,NaN,17.29168595,671053000,-262973947.2,NaN,NaN,0.871841512,8.930836088,NaN,8.669871867,19.76626048,NaN,NaN,NaN,NaN,148.2,54220,7268267,NaN,NaN,253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.87649133,0.020129264,0.00467254,285000000,7.644893507,13.2440863,1.581341269,NaN,NaN,NaN,64.73309487,5300,5300,1.751118309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986 [YR1986],0,0,-16119730.19,268500972.6,0,42814518.66,59980000,29621598.82,943952431.6,12.99779529,145964172.6,24055210.5,-31464000,981565591.9,1172627458,NaN,-0.214802518,NaN,4.18038E+11,NaN,NaN,NaN,57846789400,52315358300,2.00407E+11,2202900000,2090000000,504700000,426183900,700718500,8.823918502,9.30057898,22.91070861,47.95950792,NaN,NaN,1183654828,1122991779,271183708.6,296491322.3,376507710.5,NaN,NaN,17.31891623,NaN,NaN,NaN,NaN,NaN,84.81241,NaN,57.12623978,NaN,NaN,NaN,794782,188,1363545,NaN,6869086,797305,NaN,NaN,NaN,NaN,2150000,94280,NaN,NaN,6.921123323,NaN,NaN,24.09569204,798948000,-405795781.4,NaN,NaN,0.994307938,13.50928432,NaN,4.837239273,22.18920514,NaN,NaN,NaN,NaN,149.8,56843,7666391,NaN,NaN,358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74.82149923,0.024738319,0.042383197,260000000,6.603160725,13.82752924,1.293181326,NaN,NaN,NaN,64.77764276,NaN,NaN,2.095467783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987 [YR1987],-90549.2605,0,-15257550.39,305965951.2,0,44071876.23,137970000,58045446.05,1155266047,10.2781255,115750483.8,-985250.1,-10606000,936712163.3,1230283092,NaN,1.625239182,NaN,4.24832E+11,NaN,NaN,NaN,59380886500,52808433400,2.03664E+11,2613100000,2487400000,665100000,571533000,598647600,13.82808362,14.5268816,25.45252765,53.26240863,NaN,NaN,1183094128,1126182822,301127360,329017068.9,271040702.7,NaN,NaN,24.49335852,NaN,NaN,NaN,NaN,NaN,81.14162,NaN,43.82685089,NaN,NaN,NaN,862834,203,1255066,NaN,7274847,866299,NaN,NaN,NaN,NaN,2150000,94280,NaN,NaN,7.131861167,NaN,NaN,23.21373082,837755000,-291431117.4,NaN,NaN,1.244427049,16.72386678,NaN,2.37837667,25.5813019,NaN,NaN,NaN,NaN,150.1,58823,8141146,NaN,NaN,216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.68273512,0.000431259,0.025586664,295000000,7.632262115,14.773884,1.557149227,NaN,NaN,NaN,72.92489858,NaN,NaN,1.828806427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.04000092,NaN,NaN,NaN,NaN,NaN
1988 [YR1988],0,0,-118962987.9,331940703.3,0,130804112.6,172040000,150839666,1203539238,7.955601053,105497985.3,3656698.9,NaN,1123539117,1386653910,NaN,3.177291278,NaN,4.38331E+11,NaN,NaN,NaN,62785841900,54534198600,2.10135E+11,3534400000,3396500000,824300000,735600000,797922300,17.7746852,18.49634841,23.32220462,55.86521333,NaN,NaN,1379924257,1326084410,321828758.8,449068871.3,311530199.5,NaN,NaN,28.32398927,NaN,NaN,NaN,NaN,NaN,85.1646,NaN,60.39572906,NaN,NaN,NaN,901327,215,1491655,NaN,7692354,944336,NaN,NaN,NaN,NaN,2150000,94280,NaN,NaN,6.927372584,NaN,NaN,11.07650521,703525000,-46426771,NaN,NaN,1.666439203,31.09180596,NaN,-6.744743421,22.9880885,NaN,NaN,NaN,NaN,148.5,59821,8636690,NaN,1,218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.38332445,NaN,NaN,406000000,NaN,NaN,NaN,NaN,NaN,NaN,75.93280385,NaN,NaN,1.511308113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989 [YR1989],0,0,-136762708.8,299290729.2,0,174163035.1,191940000,105459905.5,1261813485,6.218771744,95790942.4,6773333.6,NaN,1289452697,1477393001,NaN,1.344689707,NaN,4.44225E+11,NaN,NaN,NaN,67799727600,59169113300,2.12961E+11,4388199900,4250599900,824100000,1041244000,910274200,16.63558434,17.17410983,18.77991019,53.29748082,NaN,NaN,1590215583,1540351477,298641058.2,548903786.9,329869251.7,NaN,NaN,27.09121873,NaN,NaN,NaN,NaN,NaN,101.47122,NaN,53.26369095,NaN,NaN,NaN,1034341,217,1587917,NaN,8055205,1020367,NaN,NaN,NaN,NaN,2200000,94280,NaN,NaN,8.136129406,NaN,NaN,9.499567237,851541000,-106508895.2,NaN,NaN,1.873850259,22.50948307,NaN,0.400390989,19.6364801,NaN,NaN,NaN,NaN,145.2,59823,9075572,NaN,1,422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.37759013,NaN,NaN,503000000,NaN,NaN,NaN,NaN,NaN,NaN,70.37117092,7000,7000,1.497070871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
