NaN,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),NaN,NaN,NaN,NaN,NaN,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1991 [YR1991],-2290106.403,28128358.49,-105519325.2,194377704.4,NaN,187096629,51580000,99996799.51,204686617.5,2.156910586,10416040.3,38279847.7,NaN,436181766.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82182100000,85824100000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,462421998.5,482914793.4,NaN,NaN,NaN,NaN,NaN,22.19025077,NaN,NaN,NaN,NaN,NaN,31.78706,16.80754,87.30297089,NaN,NaN,27.2619,31706,NaN,10,NaN,144951,461893,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,0.583263428,NaN,NaN,-2.807180639,33634000000,44706554363,NaN,NaN,NaN,NaN,NaN,NaN,74.47242161,NaN,NaN,NaN,NaN,90.2,2018,606844,3550508.944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.896088412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,214000000,NaN,NaN,NaN,NaN,NaN,NaN,54.84820045,3000,3000,6.650884508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.720000029,NaN,NaN,11.38000011,NaN,NaN,NaN
1992 [YR1992],-2290106.403,22591590.19,-124875507.1,184148187.3,NaN,174931493.7,56620000,83401905.68,219333161.1,2.019142728,10056233.1,22196219.4,NaN,451995955.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84961000000,88513000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,478058304.9,498044688,NaN,NaN,NaN,NaN,NaN,22.52609156,NaN,NaN,NaN,NaN,NaN,32.22608,16.32131,54.87659073,NaN,NaN,28.46114,33251,NaN,10,NaN,146623,468431,NaN,NaN,NaN,4.377777767,1000,23180,NaN,NaN,0.496362278,NaN,NaN,0.869810854,36168000000,35069915685,NaN,NaN,NaN,NaN,NaN,NaN,68.2277751,NaN,NaN,NaN,NaN,88.8,2027,615054,3550508.944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.804355527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219000000,NaN,NaN,NaN,NaN,NaN,NaN,49.81348079,8000,8000,6.760028054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.699999988,NaN,NaN,11.47000027,NaN,NaN,NaN
1993 [YR1993],-1423579.656,23998289.45,-94254477.52,204984216.8,NaN,182274463.9,53670000,75101449.73,230941357.3,1.739469417,8507183,8542589.1,NaN,444692312.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82826600000,86917600000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,466048469.2,489067696,NaN,NaN,NaN,NaN,NaN,27.48699081,NaN,NaN,NaN,NaN,NaN,27.34482,15.195,NaN,NaN,NaN,26.21071,30589,NaN,10,NaN,147159,471336,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,0.380891594,NaN,NaN,2.605443179,35446000000,36934054450,NaN,NaN,NaN,NaN,NaN,NaN,70.62706908,NaN,NaN,NaN,NaN,87.7,2024,618495,3612403.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.920964468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,211000000,NaN,NaN,NaN,NaN,NaN,NaN,38.26742756,8000,8000,6.158737241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.720000029,NaN,NaN,11.60999966,NaN,NaN,NaN
1994 [YR1994],-1423579.656,12328312.35,-69333393.35,206160217.4,NaN,132916200.1,54340000,73758752.59,254902769.9,2.109757181,10724479.3,8897202.3,NaN,462506581.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87383500000,90340500000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,491689220.7,508327659.6,NaN,NaN,NaN,NaN,NaN,25.29274276,NaN,NaN,NaN,NaN,NaN,29.52706,16.70353,94.31275177,NaN,NaN,27.08583,33005,NaN,10,NaN,147787,474579,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,0.418635435,NaN,NaN,5.927892566,39075000000,35509586325,NaN,NaN,NaN,NaN,NaN,NaN,69.3929632,NaN,NaN,NaN,NaN,86.8,2009,622366,4923447.426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.248426066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,196000000,NaN,NaN,NaN,NaN,NaN,NaN,38.26742756,8000,8000,5.757444699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.74000001,NaN,NaN,11.65999985,NaN,NaN,NaN
1995 [YR1995],-3218527.917,5407351.973,-60088565.79,194833474.9,NaN,120419083.8,49640000,72155533.83,268896250.1,2.163704265,11143769.1,3649559.9,NaN,463912300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88456000000,91532000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,497723960.6,515031988.3,NaN,NaN,NaN,NaN,NaN,20.49581384,NaN,NaN,NaN,NaN,NaN,31.67175,16.00902,81.95152283,NaN,NaN,28.14266,35024,NaN,10,NaN,149402,480986,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,0.632478856,NaN,NaN,8.176946731,45598000000,33482996593,NaN,NaN,NaN,NaN,NaN,NaN,72.17034458,NaN,NaN,NaN,NaN,85.9,1979,630388,4462050.067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.16015124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,177000000,NaN,NaN,NaN,NaN,NaN,NaN,43.03797468,12600,12600,5.791646029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.75999999,NaN,NaN,11.64999962,NaN,NaN,NaN
1996 [YR1996],-3263542.294,2216958.041,-58625598.55,190281396.1,NaN,111365567.4,42560000,76970779.66,279256180.7,2.280604438,11625216.9,8625513.3,NaN,459595347.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87795000000,90592000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,494004647.7,509742799.1,NaN,NaN,NaN,NaN,NaN,19.04489911,NaN,NaN,NaN,NaN,NaN,31.56292,15.7469,79.03575134,NaN,NaN,28.11271,36223,NaN,10,NaN,152243,491411,NaN,62,NaN,NaN,1000,23180,NaN,NaN,0.664007194,NaN,NaN,10.68853579,48918000000,27609029595,NaN,NaN,NaN,NaN,NaN,NaN,67.32729654,NaN,NaN,NaN,NaN,85,1940,643654,4355140.923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.618070482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,172000000,NaN,NaN,NaN,NaN,NaN,NaN,91.7721519,12600,12600,5.080478793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.800000012,NaN,NaN,11.65999985,0.374368429,0.080516376,NaN
1997 [YR1997],-3100365.179,12080733.28,-57837846.96,195165456,NaN,98947226.27,38600000,66567644.21,253043627.9,1.31896871,6790884.3,-588268.1,NaN,462816351.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89336000000,91502000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,502675542,514863184.4,NaN,NaN,NaN,NaN,NaN,16.63548766,NaN,NaN,NaN,NaN,NaN,29.0085,17.3054,NaN,NaN,NaN,27.03833,36896,NaN,10,NaN,156010,504853,NaN,56.31235886,NaN,5.6,1000,23180,NaN,NaN,0.676909113,NaN,NaN,8.812796633,47223000000,25731233813,NaN,NaN,NaN,NaN,NaN,NaN,63.15595057,NaN,NaN,NaN,NaN,83.9,1895,660863,4388901.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.66565005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,176000000,NaN,NaN,NaN,NaN,NaN,NaN,98.73417722,12600,12600,5.474986078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.810000002,NaN,NaN,11.64000034,NaN,NaN,NaN
1998 [YR1998],-3173513.541,24724146.27,-66891363.43,208000180.1,NaN,100179494.8,47800000,66454891.9,263830870.5,0.963106326,5054935.8,-1213530.7,NaN,467514993.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91396200000,93278200000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,514267869.3,524857501.4,NaN,NaN,NaN,NaN,NaN,15.42895036,NaN,NaN,NaN,NaN,NaN,28.46708,NaN,NaN,NaN,NaN,NaN,37217,NaN,10,NaN,160324,520139,NaN,56.34375,NaN,NaN,1000,23180,NaN,NaN,0.947348472,NaN,NaN,1.473803068,45560000000,23974635577,NaN,NaN,NaN,NaN,NaN,NaN,59.19611537,NaN,NaN,NaN,NaN,82.8,1853,680463,5773093.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.64137519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,196000000,NaN,NaN,NaN,41.03,89.15919,99.96,88.60759494,12600,12600,5.65087454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.860000014,NaN,NaN,11.64000034,NaN,NaN,NaN
1999 [YR1999],-3212901.12,10370186.98,-59182651.46,200043889,NaN,116300268.4,42620000,70605911.84,248442965.5,1.761972229,9663796.2,-3285025.1,NaN,491495707.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95272700000,97473700000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,536080148.1,548464728.4,NaN,NaN,NaN,NaN,NaN,13.70188412,NaN,NaN,NaN,NaN,NaN,29.43371,17.22522,76.71279907,22.89607048,NaN,26.86259,38194,NaN,11,NaN,164599,535376,NaN,56.37426376,NaN,NaN,1000,23180,NaN,NaN,0.391087418,NaN,NaN,1.844179917,31557000000,33429853926,NaN,NaN,NaN,NaN,NaN,NaN,54.60221029,NaN,NaN,NaN,NaN,81.5,1812,699975,4366394.517,NaN,NaN,781,NaN,NaN,NaN,NaN,NaN,NaN,30.09368859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,194000000,NaN,NaN,NaN,41.03,89.18053,99.96,87.02531646,12600,12600,5.478089713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.839999974,NaN,NaN,11.69999981,NaN,NaN,NaN
2000 [YR2000],-3286049.482,9188559.596,-84480731.03,193241091.4,NaN,101996950.3,28740000,67804571.83,238226247.1,2.660609731,15086180.1,-4358812.7,NaN,509367896.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97965300000,1.00771E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,551230861.9,567019654.4,NaN,NaN,NaN,NaN,NaN,12.74029874,NaN,NaN,NaN,NaN,NaN,31.10746,16.15302,NaN,29.38595009,10,27.03563,38191,NaN,11,NaN,168403,549181,NaN,56.39942932,NaN,NaN,1000,23180,149.8288422,21411.55273,0.382079268,NaN,NaN,2.390642401,35355000000,29705830216,NaN,NaN,70.0722695,NaN,NaN,NaN,53.70064707,33.84526443,2.93908072,31.95798492,0,80,1773,717584,3319810.264,NaN,NaN,781,NaN,NaN,NaN,NaN,NaN,NaN,32.26580836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,207000000,NaN,NaN,NaN,NaN,NaN,NaN,100,12600,12600,5.069101191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.850000024,NaN,NaN,11.65999985,NaN,NaN,NaN
2001 [YR2001],-3392958.626,4957208.208,-48519871.03,213486307.2,NaN,104951018.7,21880000,70308696.57,236501053.7,2.093641648,12244365.5,-5240003.9,NaN,524931156.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.01731E+11,1.03938E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,572417440.8,584835781.9,NaN,NaN,NaN,NaN,NaN,10.15669755,NaN,NaN,NaN,NaN,NaN,40.56329,17.97745,NaN,26.28001976,10,29.71355,42392,NaN,12,NaN,171687,561328,NaN,56.41478348,NaN,NaN,1000,23180,NaN,NaN,0.415974591,NaN,NaN,2.907679695,31614000000,38145050066,NaN,NaN,71.29618837,NaN,NaN,NaN,55.60667095,30.57993698,2.8072207,31.04225731,0,78.4,1737,733015,3308556.67,NaN,NaN,781,NaN,NaN,NaN,NaN,NaN,NaN,59.32320611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,196000000,NaN,NaN,NaN,NaN,NaN,NaN,101.2658228,12600,12600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.889999986,NaN,NaN,11.63000011,NaN,NaN,NaN
2002 [YR2002],-3432346.206,10122607.91,-30609776,228003443.6,NaN,85217841.45,25180000,73707750.59,301173515.1,2.188709604,13272678.1,-606755.7,NaN,543977827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.05055E+11,1.07773E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,591122039.6,606415674,NaN,NaN,NaN,NaN,NaN,12.2193409,NaN,NaN,NaN,NaN,NaN,41.18805,18.2735,NaN,25.48930931,10,31.34215,44321,NaN,10,NaN,174605,572337,NaN,49.7,NaN,6.333333333,1000,23180,NaN,NaN,0.454277724,NaN,1.725532336,3.921638992,31122870000,47077587763,NaN,NaN,71.7507868,NaN,NaN,NaN,62.29329835,32.34508133,3.58787632,40.19449615,18.76384735,76.7,1699,746942,3983772.317,NaN,NaN,781,40,NaN,NaN,NaN,NaN,NaN,14.56953606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197000000,NaN,NaN,NaN,41.03,91.3944,99.96,112.7310127,12300,12300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.870000005,NaN,NaN,11.68999958,1.548085213,0.420499265,NaN
2003 [YR2003],-14224542.96,-7224807.423,-52239183.89,252997676.1,NaN,110358370.7,26470000,100129582.5,361863244.4,2.505832583,16111487.9,-4857553.4,NaN,575925257.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1055E+11,1.14267E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,622044665.5,642959470.2,NaN,NaN,NaN,NaN,NaN,12.32737145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.2714901,10,NaN,46364,NaN,10,NaN,177224,582417,NaN,56.39816284,NaN,NaN,1000,23180,NaN,NaN,0.623059168,NaN,4.929345073,3.919739775,30559088000,60836880355,NaN,NaN,73.17286397,NaN,NaN,NaN,69.7072168,39.0786972,3.97685766,46.11334229,25.57475853,74.9,1656,759641,5570529.088,NaN,NaN,781,NaN,NaN,NaN,NaN,NaN,NaN,21.40533942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,238000000,NaN,NaN,NaN,NaN,NaN,NaN,117.8765823,12300,12300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.860000014,NaN,NaN,11.68999958,NaN,NaN,NaN
2004 [YR2004],-38543559.85,19688162.91,-87862436.07,250730076.9,NaN,68483747,30770000,93939056.7,389858450.7,2.858799321,19685743.5,-6791573.4,NaN,617502445.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.18375E+11,1.22379E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,666072101.8,688601797.2,NaN,NaN,NaN,NaN,NaN,9.342119363,NaN,NaN,NaN,NaN,NaN,NaN,16.97493,NaN,24.70113945,10,35.30679,48713,NaN,10,NaN,179660,591943,NaN,56.35725021,NaN,NaN,1000,23180,NaN,NaN,0.573154706,NaN,2.062600172,4.034633157,30866597000,72233340910,NaN,NaN,75.45751253,NaN,NaN,NaN,74.13571869,38.8470726,3.32442927,40.28805161,13.3367424,73.1,1610,771603,5598663.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.83017643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,261000000,NaN,NaN,NaN,NaN,NaN,NaN,120.193038,11000,11000,5.607179054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.860000014,NaN,NaN,11.61999989,NaN,NaN,NaN
2005 [YR2005],-22203341.19,26766673.61,-73238390.51,287866937.5,NaN,72580055.26,41540000,89264770.32,378947746.7,2.439750691,17796132.2,4290312.6,NaN,655337154.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.25939E+11,1.29634E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,708633194.7,729424209.9,NaN,NaN,NaN,NaN,NaN,10.168294,NaN,NaN,NaN,NaN,NaN,47.61905,12.31368,89.87375641,22.71504974,10,NaN,50651,NaN,9,NaN,182020,601234,NaN,56.2913208,NaN,NaN,1000,23180,NaN,NaN,0.529249755,NaN,1.137022879,3.579670317,30854801000,81952783522,NaN,NaN,77.80044294,NaN,NaN,NaN,77.59286798,39.51908493,3.22467232,40.95962524,13.12930679,71.3,1561,783254,5823734.955,NaN,NaN,NaN,NaN,NaN,NaN,11,279.6,17.7,18.17373536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,277000000,NaN,NaN,NaN,41.03,87.00854,99.96,125,13000,13000,6.328690626,NaN,NaN,NaN,NaN,NaN,NaN,3.141666667,0.879999995,NaN,NaN,11.52000046,NaN,NaN,NaN
2006 [YR2006],-108287709.4,9312349.132,-118359676.1,306626678.9,NaN,78752651.63,65420000,120326699.2,441310144.7,3.310795788,26218702.3,4017557.2,NaN,710056656.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.36645E+11,1.4074E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,768873684,791915418,NaN,NaN,NaN,NaN,NaN,14.56973745,NaN,NaN,NaN,NaN,NaN,53.13598,13.7464,NaN,24.70796013,10,39.88965,53745,NaN,10,NaN,184283,610280,NaN,55.5,NaN,NaN,1300,23180,NaN,NaN,0.616385692,NaN,1.867794882,2.765637235,32309085000,93139024940,NaN,NaN,80.51054902,NaN,NaN,NaN,79.81593179,51.96579742,3.48426819,47.32995605,12.88401604,69.5,1509,794563,6116328.402,NaN,NaN,NaN,NaN,NaN,NaN,11,267,17.7,20.48170405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,336000000,NaN,NaN,NaN,41.03,85.82728,99.96,174.5917722,NaN,NaN,6.441955821,NaN,NaN,NaN,NaN,NaN,NaN,3.058333333,0.860000014,NaN,NaN,11.34000015,NaN,NaN,NaN
2007 [YR2007],-195351140.3,35268763.96,-274435772.9,306542276.9,NaN,79197168.6,83010000,132137437.9,650903161.8,3.501276996,30524296.8,4101867.8,NaN,780224653.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.50693E+11,1.54938E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,847918929.1,871804682.6,NaN,NaN,NaN,NaN,NaN,12.92376612,NaN,NaN,NaN,NaN,NaN,56.21254,13.12404,NaN,22.52743912,10,43.9415,56667,NaN,11,NaN,186438,619013,NaN,56.12272263,NaN,6.333333333,1500,23180,NaN,NaN,0.523310117,NaN,2.322763228,2.372234278,39257201000,95727455150,NaN,NaN,84.508684,NaN,NaN,NaN,78.32918185,55.57717896,3.41498637,50.44793701,14.08346176,67.6,1457,805451,6527084.588,NaN,NaN,NaN,NaN,NaN,NaN,11,251.6,17.7,29.75386443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,473000000,NaN,NaN,NaN,NaN,NaN,NaN,183.7626582,12000,12000,4.071943588,NaN,NaN,NaN,NaN,NaN,NaN,3.075,0.850000024,NaN,NaN,11.17000008,NaN,NaN,NaN
2008 [YR2008],-227654582.2,53741538.7,-337939804.5,365702421.2,NaN,79844250.26,92300000,175495410.9,678902179.1,3.295780075,34006348.8,14138545.9,NaN,914430608.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.77562E+11,1.83375E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,999105339.3,1031814867,NaN,NaN,NaN,NaN,NaN,13.64779786,NaN,NaN,NaN,NaN,NaN,66.11042,17.31714,NaN,NaN,10,48.01862,56395,NaN,12,NaN,188587,627771,NaN,56.04322052,NaN,NaN,1200,23180,NaN,NaN,0.790439022,41.27,2.243390488,1.446091422,47297095235,1.13126E+11,NaN,NaN,94.61475696,NaN,NaN,NaN,80.47389417,62.42087173,3.19098687,53.96245575,11.40389061,65.9,1408,816358,6667754.514,NaN,NaN,NaN,NaN,NaN,NaN,11,245.2,17.7,43.49361679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,574000000,NaN,NaN,NaN,NaN,NaN,NaN,217.5664557,13000,13000,3.688071066,NaN,NaN,NaN,NaN,NaN,NaN,3.1,0.810000002,NaN,NaN,11.10000038,NaN,NaN,NaN
2009 [YR2009],-96859684.56,55131357.58,-178892758.9,399406935.6,NaN,86112502.18,103910000,241831914.4,738322488.3,3.164719224,33887520.2,14886313.4,NaN,947730423.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.86449E+11,1.90302E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1049110685,1070790734,NaN,NaN,NaN,NaN,NaN,15.4866863,NaN,NaN,NaN,NaN,NaN,65.45844,17.31718,NaN,NaN,10,47.98952,55546,NaN,13,NaN,190863,636960,NaN,55.98236084,NaN,NaN,1300,23180,NaN,NaN,0.743212074,57.05,2.244516701,1.201280243,59582326034,1.26375E+11,NaN,NaN,96.20002331,NaN,NaN,NaN,89.67396553,65.55770111,3.21451879,55.32074356,11.15814114,64.1,1362,827823,7539908.058,NaN,NaN,NaN,NaN,NaN,NaN,11,240.1,17.7,30.07764179,6.473319413,0.318660143,NaN,NaN,NaN,NaN,NaN,451000000,29.32200522,6.454637762,0.750622417,41.26,59.75375,99.96,244.835443,12950,12950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.166666667,0.810000002,NaN,NaN,11.46000004,NaN,NaN,NaN
2010 [YR2010],-36501032.52,55317041.88,-72158045.48,420873166.4,NaN,105288626.6,105760000,248997896.3,611151376.6,3.119075882,35743685.4,7476273.3,-2389000,1007703534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.00578E+11,2.03663E+11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1128611700,1145970369,NaN,NaN,NaN,NaN,NaN,11.52124019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.32839966,10,NaN,NaN,NaN,14,NaN,193254,646944,NaN,55.95172882,NaN,NaN,1600,23180,149.8288422,21411.55273,0.838156181,67.78,4.72311295,1.242746463,71550219906,1.36148E+11,NaN,NaN,100,NaN,NaN,NaN,93.52692336,66.36086273,3.06150365,56.2014122,10.69911957,62.4,1319,840198,7427372.117,NaN,NaN,NaN,NaN,NaN,NaN,11,214.9,17.7,19.98570009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,374000000,NaN,NaN,NaN,NaN,NaN,NaN,269.4082278,12950,12950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.15,0.850000024,NaN,NaN,11.52000046,NaN,NaN,NaN
