NaN,"Foreign direct investment, net (BoP, current US$)","Net capital account (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Exports of goods and services (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Net secondary income (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Total reserves (includes gold, current US$)","External debt stocks, long-term (DOD, current US$)",Total debt service (% of GNI),"Debt service on external debt, total (TDS, current US$)","Net financial flows, bilateral (NFL, current US$)","Commercial banks and other lending (PPG + PNG) (NFL, current US$)",Adjusted net national income (current US$),"GNI, Atlas method (current US$)",Exports of goods and services (annual % growth),GDP growth (annual %),GNI growth (annual %),GDP (constant LCU),GNI (constant LCU),Gross national expenditure (constant LCU),Gross domestic income (constant LCU),"Industry (including construction), value added (constant LCU)","Manufacturing, value added (constant LCU)","Services, value added (constant LCU)",GDP (current LCU),GNI (current LCU),Exports of goods and services (current LCU),"Industry (including construction), value added (current LCU)","Services, value added (current LCU)",Gross savings (% of GDP),Gross savings (% of GNI),Exports of goods and services (% of GDP),Trade (% of GDP),Imports of goods and services (constant 2010 US$),Exports of goods and services (constant 2010 US$),GDP (current US$),GNI (current US$),Exports of goods and services (current US$),Imports of goods and services (current US$),"Services, value added (current US$)","Net ODA provided, total (% of GNI)",Net ODA received (% of central government expense),Net ODA received (% of GNI),Net official aid received (current US$),"GDP per capita, PPP (current international $)","GDP per capita, PPP (current international $)","GNI, PPP (current international $)","Households and NPISHs Final consumption expenditure, PPP (current international $)","Gross intake ratio in first grade of primary education, total (% of relevant age group)","Over-age students, primary (% of enrollment)","Persistence to grade 5, total (% of cohort)","Government expenditure on education, total (% of government expenditure)","Compulsory education, duration (years)","Adjusted net enrollment rate, primary (% of primary school age children)","Primary education, pupils",Aquaculture production (metric tons),Cereal production (metric tons),"Plant species (higher), threatened",Rural population,Urban population,Electricity production from coal sources (% of total),Access to electricity (% of population),GDP per unit of energy use (PPP $ per kg of oil equivalent),"Annual freshwater withdrawals, total (% of internal resources)",Arable land (hectares),Land area (sq. km),Urban land area (sq. km),Rural land area (sq. km),Total natural resources rents (% of GDP),"Depositors with commercial banks (per 1,000 adults)",Bank liquid reserves to bank assets ratio (%),"Claims on central government, etc. (% GDP)",Net domestic credit (current LCU),Net foreign assets (current LCU),"Listed domestic companies, total","Stocks traded, total value (current US$)",Consumer price index (2010 = 100),"Inflation, GDP deflator (annual %)",Deposit interest rate (%),Real interest rate (%),Broad money (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"External health expenditure per capita, PPP (current international $)","Mortality rate, infant (per 1,000 live births)",Number of infant deaths,"Population, total","ICT service exports (BoP, current US$)","Patent applications, residents","Trademark applications, total",Rail lines (total route-km),Gini index (World Bank estimate),Multidimensional poverty headcount ratio (% of total population),Poverty headcount ratio at national poverty lines (% of population),Start-up procedures to register a business (number),Cost of business start-up procedures (% of GNI per capita),Profit tax (% of commercial profits),Merchandise exports to high-income economies (% of total merchandise exports),Fuel exports (% of merchandise exports),Ores and metals exports (% of merchandise exports),NaN,NaN,NaN,NaN,NaN,Merchandise imports (current US$),Food imports (% of merchandise imports),Fuel imports (% of merchandise imports),Ores and metals imports (% of merchandise imports),"Bound rate, simple mean, all products (%)","Share of tariff lines with international peaks, all products (%)","Binding coverage, all products (%)",Export value index (2000 = 100),"Armed forces personnel, total","Armed forces personnel, total",Military expenditure (% of GDP),"Central government debt, total (% of GDP)",Expense (% of GDP),Tax revenue (% of GDP),Taxes on goods and services (% of revenue),"Revenue, excluding grants (% of GDP)",Social contributions (current LCU),IDA resource allocation index (1=low to 6=high),"Employers, total (% of total employment) (modeled ILO estimate)","Labor force participation rate for ages 15-24, female (%) (national estimate)",Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure
1970 [YR1970],NaN,NaN,NaN,NaN,NaN,NaN,4330000,NaN,2594794.2,NaN,134105,1300088.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61026,98633,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,159659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1971 [YR1971],NaN,NaN,NaN,NaN,NaN,NaN,2850000,NaN,2637248.5,NaN,200367.4,-118466.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.66599,NaN,NaN,NaN,NaN,NaN,6422,NaN,NaN,NaN,62874,106498,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,169372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1972 [YR1972],NaN,NaN,NaN,NaN,NaN,NaN,6320000,NaN,5368001.3,NaN,258138.5,2722944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.88263,NaN,NaN,NaN,NaN,NaN,6968,NaN,NaN,NaN,64578,114646,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,179224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1973 [YR1973],NaN,NaN,NaN,NaN,NaN,NaN,9000000,NaN,6284821.9,NaN,433944.7,468191.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.38648,NaN,NaN,NaN,NaN,NaN,7781,NaN,NaN,NaN,66623,123945,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,190568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1974 [YR1974],NaN,NaN,NaN,NaN,NaN,NaN,13610000,NaN,8215540.5,NaN,472348.7,1440112.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.89951,NaN,81.38539124,NaN,NaN,NaN,8524,NaN,NaN,NaN,69558,135623,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,205181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,122000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1975 [YR1975],NaN,NaN,NaN,NaN,NaN,NaN,14770000,NaN,12235670.8,NaN,857366.8,4290106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.9766,NaN,49.22481155,NaN,NaN,NaN,9306,NaN,NaN,NaN,73662,150521,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1976 [YR1976],NaN,NaN,NaN,NaN,NaN,NaN,12310000,NaN,17257778.4,NaN,1420392.9,6472027.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.58423,NaN,NaN,NaN,NaN,NaN,9764,NaN,NaN,NaN,79115,169441,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130.2,NaN,248556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1977 [YR1977],NaN,NaN,NaN,NaN,NaN,NaN,28050000,NaN,19240608.5,NaN,1571051,968930.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10198,NaN,NaN,NaN,85525,191954,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126.7,1417,277479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1978 [YR1978],NaN,NaN,NaN,NaN,NaN,NaN,90120000,NaN,21045654.3,NaN,1746481.9,-567434.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12782,NaN,NaN,NaN,91882,216126,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123.4,1473,308008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,164000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.020942408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1979 [YR1979],NaN,NaN,NaN,NaN,NaN,NaN,5250000,NaN,20521872.5,NaN,2144992.6,-1284737.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14121,NaN,NaN,NaN,96991,239094,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.38568565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,120.1,1524,336085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,188000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01750547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980 [YR1980],NaN,NaN,NaN,NaN,NaN,NaN,29780000,NaN,25819344.9,NaN,3136447,628237.3,4977000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15227,NaN,NaN,NaN,100164,258796,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92.31977105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,117,1573,358960,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,213000000,42.72395389,7.960139361,0.46010897,NaN,NaN,NaN,41.10252624,NaN,NaN,0.535539602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981 [YR1981],NaN,NaN,NaN,NaN,NaN,NaN,34560000,NaN,19839075.3,NaN,3150744.4,-1610614.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16841,NaN,5,NaN,101128,273809,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.59803196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,113.9,1618,374937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.88217465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224000000,30.94823291,8.944735081,0.727883921,NaN,NaN,NaN,28.45559509,NaN,NaN,1.415326001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982 [YR1982],NaN,NaN,NaN,NaN,NaN,NaN,24020000,NaN,24412686.7,NaN,3261904.2,1200726.4,3532000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18896,NaN,5,NaN,100394,284877,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.24522226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111,1663,385271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.8461008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,226000000,NaN,NaN,NaN,NaN,NaN,NaN,41.10252624,NaN,NaN,7.485064011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983 [YR1983],NaN,NaN,NaN,NaN,NaN,NaN,23730000,NaN,33566963.8,NaN,4230618.2,8552260,-410000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20433,NaN,5,NaN,100404,293398,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96.10418453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,108.2,1709,393802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.57621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221000000,23.54004996,9.366261575,1.158339853,NaN,NaN,NaN,34.77906067,NaN,NaN,7.659693166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984 [YR1984],NaN,NaN,NaN,NaN,NaN,NaN,41770000,44933881.04,61689458.7,NaN,4312909.6,28788898.6,15000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21847,NaN,7,NaN,102661,303356,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,26565000000,21067133795,NaN,NaN,97.91547454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.4,1751,406017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.39280848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,222000000,22.76880846,8.359296473,0.945824577,NaN,NaN,NaN,41.10252624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985 [YR1985],NaN,NaN,NaN,NaN,NaN,NaN,32640000,50941032.92,95976961.9,NaN,4078199.3,15901247.4,125000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60600999900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,340989528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.3154,NaN,NaN,NaN,25.13891,22533,NaN,7,NaN,106722,318891,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,0.174830504,NaN,NaN,-7.409118674,29975000000,25374941289,NaN,NaN,100,NaN,NaN,NaN,74.63078179,NaN,NaN,NaN,NaN,102.6,1792,425613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.57386387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201000000,29.59818157,9.831422314,0.439859143,NaN,NaN,NaN,44.26425903,3000,3000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986 [YR1986],NaN,NaN,NaN,NaN,NaN,NaN,51160000,53615760.14,119210371.4,NaN,7268409.7,8189462.4,-2038000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.56145,21.0138,91.59420776,NaN,NaN,26.71036,25212,NaN,10,NaN,112981,341380,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,NaN,NaN,NaN,NaN,34061000000,28436128485,NaN,NaN,118.1476335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,1834,454361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.80276523,0.265437439,0.22307149,NaN,NaN,NaN,NaN,NaN,184000000,30.36202368,7.124869496,0.540349752,NaN,NaN,NaN,63.23465576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987 [YR1987],NaN,NaN,NaN,NaN,NaN,NaN,46630000,63525625.03,154398153.6,NaN,12731288.7,8628798.2,-2279000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66355998700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,373371738.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.3972,20.47465,92.84248352,NaN,NaN,26.89379,27136,NaN,9,NaN,120910,369420,NaN,NaN,NaN,3.155555567,1000,23180,NaN,NaN,0.552230097,NaN,NaN,-7.913376489,31603000000,32165329013,NaN,NaN,122.9788278,NaN,NaN,NaN,77.87841493,NaN,NaN,NaN,NaN,97.6,1878,490330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.15378745,0.013685624,0.266812341,NaN,NaN,NaN,NaN,NaN,205000000,26.74835002,7.128618666,0.595155894,NaN,NaN,NaN,88.52851806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988 [YR1988],NaN,NaN,NaN,NaN,NaN,NaN,39500000,64361014.96,158287377.7,NaN,13461658.1,5399070.8,-1680000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70341001200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,395794538.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.59245,20.12897,88.55062866,NaN,NaN,26.77046,28844,NaN,10,NaN,129351,399648,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,0.562759523,NaN,NaN,-7.389715687,32485000000,35253097294,NaN,NaN,NaN,NaN,NaN,NaN,78.84021986,NaN,NaN,NaN,NaN,95.4,1920,528999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.37558415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201000000,NaN,NaN,NaN,NaN,NaN,NaN,72.71985412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989 [YR1989],NaN,NaN,NaN,NaN,NaN,NaN,31920000,59152645.84,131249634.3,NaN,11521419.4,1426514.5,-739000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72727003100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,409220087.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.04756,18.69406,96.96971893,NaN,NaN,26.73386,29833,NaN,4,NaN,136720,427144,NaN,NaN,NaN,NaN,1000,23180,NaN,NaN,0.588732441,NaN,NaN,-7.231151809,33467000000,35549072764,NaN,NaN,NaN,NaN,NaN,NaN,78.10441456,NaN,NaN,NaN,NaN,93.5,1961,563864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.554848858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197000000,NaN,NaN,NaN,NaN,NaN,NaN,79.04331969,4000,4000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990 [YR1990],NaN,NaN,NaN,NaN,NaN,NaN,144070000,93639294.28,155214371.1,NaN,11033071.1,13249226.5,-590000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80388200000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,452328087.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.26184,18.2134,80.28262329,NaN,NaN,27.19719,31378,NaN,10,NaN,141949,448449,NaN,NaN,NaN,NaN,1000,23180,149.8288422,21411.55273,0.568218463,NaN,NaN,-5.551809843,32641000000,41308322602,NaN,NaN,NaN,NaN,NaN,NaN,73.17491871,NaN,NaN,NaN,NaN,91.7,1993,590398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.219381012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,215000000,NaN,NaN,NaN,NaN,NaN,NaN,79.04331969,4000,4000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
